 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
   366    12    31  2000      10      10  cha010               0.1140E+00     0.0000E+00     0.9524E-01     0.2050E+00     0.3379E+05     0.3060E+05     0.3060E+05     0.1118E+03     0.0000E+00     0.0000E+00     0.1306E+04     0.0000E+00     0.1436E+02     0.6481E+00     0.9780E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6499E+02     0.0000E+00     0.5427E+02     0.1950E+02     0.2491E+03     0.4142E+00     0.6481E+00     0.0000E+00
   366    12    31  2000      11      11  cha011               0.4847E+00     0.0000E+00     0.4838E+00     0.7817E+00     0.4316E+04     0.4415E+04     0.4415E+04     0.9307E+01     0.0000E+00     0.5382E+00     0.1077E+03     0.0000E+00     0.2432E+02     0.9208E+00     0.3500E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1148E+03     0.0000E+00     0.1146E+03     0.2329E+01     0.5286E+02     0.3052E+01     0.9207E+00     0.0000E+00
   366    12    31  2000      12      12  cha012               0.3015E+00     0.0000E+00     0.3015E+00     0.4983E+00     0.5520E+04     0.5450E+04     0.5450E+04     0.6153E+01     0.6392E+02     0.0000E+00     0.1250E-06     0.0000E+00     0.2142E+02     0.8461E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.8823E+02     0.0000E+00     0.8822E+02     0.1186E+01     0.4374E+02     0.2782E+01     0.8461E+00     0.0000E+00
   366    12    31  2000      13      13  cha013               0.2617E+00     0.0000E+00     0.2616E+00     0.4467E+00     0.5494E+04     0.5483E+04     0.5483E+04     0.3130E+01     0.9551E+01     0.0000E+00     0.1745E+01     0.0000E+00     0.1828E+02     0.7613E+00     0.1840E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9974E+02     0.0000E+00     0.9970E+02     0.5829E+00     0.4023E+02     0.2805E+01     0.7613E+00     0.0000E+00
   366    12    31  2000      14      14  cha014               0.5285E+00     0.0000E+00     0.5279E+00     0.9260E+00     0.9799E+05     0.1082E+06     0.1082E+06     0.1432E+03     0.0000E+00     0.8041E+00     0.1030E+05     0.0000E+00     0.1613E+02     0.7004E+00     0.1929E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2480E+03     0.0000E+00     0.2477E+03     0.2720E+02     0.4467E+03     0.1799E+01     0.7004E+00     0.0000E+00
   366    12    31  2000      15      15  cha015               0.2132E+00     0.0000E+00     0.2129E+00     0.3850E+00     0.3956E+03     0.9162E+02     0.9162E+02     0.5251E+01     0.2987E+03     0.0000E+00     0.1827E-05     0.0000E+00     0.1406E+02     0.6392E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1258E+03     0.0000E+00     0.1256E+03     0.4231E+00     0.2684E+02     0.2171E+01     0.6392E+00     0.0000E+00
   366    12    31  2000      16      16  cha016               0.1129E-01     0.0000E+00     0.1117E-01     0.2367E-01     0.2724E+06     0.2791E+06     0.2791E+06     0.5691E+03     0.0000E+00     0.0000E+00     0.7229E+04     0.0000E+00     0.7596E+01     0.4239E+00     0.4598E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1860E+02     0.0000E+00     0.1839E+02     0.6665E+02     0.1090E+03     0.4388E-01     0.4239E+00     0.0000E+00
   366    12    31  2000      17      17  cha017               0.4001E-01     0.0000E+00     0.3980E-01     0.8049E-01     0.2364E+02     0.3661E+02     0.3661E+02     0.1968E+00     0.2806E+00     0.0000E+00     0.1344E+02     0.0000E+00     0.8914E+01     0.4716E+00     0.2670E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5047E+02     0.0000E+00     0.5021E+02     0.2420E-01     0.4052E+01     0.3460E-01     0.4716E+00     0.0000E+00
   366    12    31  2000      18      18  cha018               0.2978E-01     0.0000E+00     0.2970E-01     0.6420E-01     0.3076E+03     0.2868E+03     0.2868E+03     0.1168E+01     0.2036E+02     0.0000E+00     0.6691E+00     0.0000E+00     0.6830E+01     0.3949E+00     0.2270E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5855E+02     0.0000E+00     0.5840E+02     0.1403E+00     0.1462E+02     0.1699E+01     0.3949E+00     0.0000E+00
   366    12    31  2000      19      19  cha019               0.1897E-01     0.0000E+00     0.1731E-01     0.3895E-01     0.2886E+02     0.1396E+04     0.1396E+04     0.3513E+00     0.0000E+00     0.0000E+00     0.1368E+04     0.0000E+00     0.8232E+01     0.4472E+00     0.1655E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2733E+02     0.0000E+00     0.2493E+02     0.3508E-01     0.6864E+02     0.1681E+00     0.4472E+00     0.0000E+00
   366    12    31  2000      20      20  cha020               0.8547E-01     0.0000E+00     0.8520E-01     0.1793E+00     0.2898E+03     0.2757E+03     0.2757E+03     0.1678E+01     0.1292E+02     0.0000E+00     0.5352E+00     0.0000E+00     0.7579E+01     0.4233E+00     0.1850E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1413E+03     0.0000E+00     0.1408E+03     0.1879E+00     0.2150E+02     0.7553E+00     0.4233E+00     0.0000E+00
   366    12    31  2000      21      21  cha021               0.7870E-01     0.0000E+00     0.7766E-01     0.1616E+00     0.8270E+01     0.5491E+04     0.5491E+04     0.6448E-01     0.0000E+00     0.0000E+00     0.5482E+04     0.0000E+00     0.8223E+01     0.4469E+00     0.2771E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1136E+03     0.0000E+00     0.1121E+03     0.6153E-02     0.1794E+03     0.1859E+00     0.4469E+00     0.0000E+00
   366    12    31  2000      22      22  cha022               0.4615E-01     0.0000E+00     0.4585E-01     0.9325E-01     0.2267E+01     0.7419E+01     0.7419E+01     0.1188E-01     0.1479E-01     0.0000E+00     0.5179E+01     0.0000E+00     0.8764E+01     0.4663E+00     0.3330E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5989E+02     0.0000E+00     0.5950E+02     0.1456E-02     0.4925E+01     0.1083E+00     0.4663E+00     0.0000E+00
   366    12    31  2000      23      23  cha023               0.1177E+00     0.0000E+00     0.1167E+00     0.2279E+00     0.9672E+02     0.7755E+05     0.7755E+05     0.3791E+00     0.0000E+00     0.0000E+00     0.7745E+05     0.0000E+00     0.1040E+02     0.5228E+00     0.3757E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1148E+03     0.0000E+00     0.1138E+03     0.4312E-01     0.2155E+03     0.6462E+00     0.5228E+00     0.0000E+00
   366    12    31  2000      24      24  cha024               0.6655E-01     0.0000E+00     0.6378E-01     0.1213E+00     0.2397E+01     0.3379E+05     0.3379E+05     0.1594E-01     0.0000E+00     0.0000E+00     0.3379E+05     0.0000E+00     0.1349E+02     0.6217E+00     0.2123E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4208E+02     0.0000E+00     0.4032E+02     0.2020E-02     0.2356E+03     0.2054E+00     0.6217E+00     0.0000E+00
   366    12    31  2000      25      25  cha025               0.3629E-01     0.0000E+00     0.3588E-01     0.7614E-01     0.3596E+02     0.1845E+03     0.1845E+03     0.1431E+00     0.0000E+00     0.0000E+00     0.1487E+03     0.0000E+00     0.7573E+01     0.4230E+00     0.1226E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6008E+02     0.0000E+00     0.5939E+02     0.1393E-01     0.4783E+02     0.3793E+00     0.4230E+00     0.0000E+00
   366    12    31  2000      26      26  cha026               0.4353E+01     0.0000E+00     0.4352E+01     0.5870E+01     0.1046E+07     0.1046E+07     0.1046E+07     0.2720E+03     0.0000E+00     0.2842E+01     0.4120E+02     0.0000E+00     0.7514E+02     0.1953E+01     0.2230E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1573E+03     0.0000E+00     0.1573E+03     0.1415E+03     0.3500E+04     0.2678E+02     0.1953E+01     0.0000E+00
   366    12    31  2000      27      27  cha027               0.4338E+01     0.0000E+00     0.4333E+01     0.5853E+01     0.1048E+07     0.1046E+07     0.1046E+07     0.1586E+04     0.0000E+00     0.1576E+02     0.2043E+03     0.0000E+00     0.7493E+02     0.1950E+01     0.2130E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1575E+03     0.0000E+00     0.1573E+03     0.8360E+03     0.3497E+04     0.2671E+02     0.1950E+01     0.0000E+00
   366    12    31  2000      28      28  cha028               0.4254E+01     0.0000E+00     0.4254E+01     0.5759E+01     0.1048E+07     0.1048E+07     0.1048E+07     0.9699E+02     0.0000E+00     0.4349E+00     0.1493E+01     0.0000E+00     0.7299E+02     0.1916E+01     0.1140E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1613E+03     0.0000E+00     0.1613E+03     0.5000E+02     0.3478E+04     0.2586E+02     0.1916E+01     0.0000E+00
   366    12    31  2000      29      29  cha029               0.4255E+01     0.0000E+00     0.4253E+01     0.5760E+01     0.1049E+07     0.1048E+07     0.1048E+07     0.5742E+03     0.0000E+00     0.6279E+01     0.1249E+03     0.0000E+00     0.7299E+02     0.1916E+01     0.2530E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1613E+03     0.0000E+00     0.1613E+03     0.2987E+03     0.3478E+04     0.2584E+02     0.1916E+01     0.0000E+00
   366    12    31  2000      30      30  cha030               0.4202E+01     0.0000E+00     0.4201E+01     0.5698E+01     0.1049E+07     0.1049E+07     0.1049E+07     0.5161E+03     0.0000E+00     0.5068E+01     0.7938E+02     0.0000E+00     0.7203E+02     0.1899E+01     0.2300E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1629E+03     0.0000E+00     0.1628E+03     0.2660E+03     0.3450E+04     0.2554E+02     0.1899E+01     0.0000E+00
   366    12    31  2000      31      31  cha031               0.4129E+01     0.0000E+00     0.4122E+01     0.5615E+01     0.1051E+07     0.1049E+07     0.1049E+07     0.2214E+04     0.0000E+00     0.2283E+02     0.4713E+03     0.0000E+00     0.7045E+02     0.1871E+01     0.2570E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1661E+03     0.0000E+00     0.1658E+03     0.1134E+04     0.3423E+04     0.2491E+02     0.1871E+01     0.0000E+00
   366    12    31  2000      32      32  cha032               0.4107E+01     0.0000E+00     0.4107E+01     0.5592E+01     0.1051E+07     0.1051E+07     0.1051E+07     0.1326E+03     0.0000E+00     0.1344E+01     0.2773E+02     0.0000E+00     0.6983E+02     0.1860E+01     0.2570E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1677E+03     0.0000E+00     0.1677E+03     0.6642E+02     0.3412E+04     0.2483E+02     0.1860E+01     0.0000E+00
   366    12    31  2000      33      33  cha033               0.8833E+00     0.0000E+00     0.8826E+00     0.1299E+01     0.4360E+05     0.4379E+05     0.4379E+05     0.2064E+02     0.0000E+00     0.1780E+01     0.2083E+03     0.0000E+00     0.4119E+02     0.1308E+01     0.4670E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8692E+02     0.0000E+00     0.8685E+02     0.7178E+01     0.6184E+03     0.6292E+01     0.1308E+01     0.0000E+00
   366    12    31  2000      34      34  cha034               0.8862E+00     0.0000E+00     0.8832E+00     0.1303E+01     0.4355E+05     0.4360E+05     0.4360E+05     0.1118E+03     0.0000E+00     0.0000E+00     0.1597E+03     0.0000E+00     0.4117E+02     0.1308E+01     0.2640E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8727E+02     0.0000E+00     0.8698E+02     0.4001E+02     0.6182E+03     0.6292E+01     0.1308E+01     0.0000E+00
   366    12    31  2000      35      35  cha035               0.3132E+01     0.0000E+00     0.3131E+01     0.4477E+01     0.1008E+07     0.1007E+07     0.1007E+07     0.8263E+03     0.0000E+00     0.8634E+01     0.3502E+03     0.0000E+00     0.4954E+02     0.1480E+01     0.3840E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2266E+03     0.0000E+00     0.2265E+03     0.3356E+03     0.2773E+04     0.1782E+02     0.1480E+01     0.0000E+00
   366    12    31  2000      36      36  cha036               0.1636E+01     0.0000E+00     0.1635E+01     0.2419E+01     0.8781E+06     0.8768E+06     0.8768E+06     0.6542E+03     0.6117E+03     0.1668E+01     0.2910E+02     0.0000E+00     0.3987E+02     0.1280E+01     0.2250E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1700E+03     0.0000E+00     0.1699E+03     0.2274E+03     0.1922E+04     0.1021E+02     0.1280E+01     0.0000E+00
   366    12    31  2000      37      37  cha037               0.1410E+01     0.0000E+00     0.1410E+01     0.2120E+01     0.8789E+06     0.8801E+06     0.8801E+06     0.7294E+01     0.0000E+00     0.5621E+01     0.1246E+04     0.0000E+00     0.3610E+02     0.1198E+01     0.2728E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1729E+03     0.0000E+00     0.1729E+03     0.2346E+01     0.1760E+04     0.9177E+01     0.1198E+01     0.0000E+00
   366    12    31  2000      38      38  cha038               0.1311E+01     0.0000E+00     0.1311E+01     0.1998E+01     0.8570E+06     0.8564E+06     0.8564E+06     0.2989E+03     0.3820E+03     0.9100E+00     0.3961E+02     0.0000E+00     0.3330E+02     0.1136E+01     0.3480E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1839E+03     0.0000E+00     0.1839E+03     0.9174E+02     0.1566E+04     0.7940E+01     0.1136E+01     0.0000E+00
   366    12    31  2000      39      39  cha039               0.1126E+01     0.0000E+00     0.1125E+01     0.1757E+01     0.3974E+06     0.3972E+06     0.3972E+06     0.3836E+03     0.1593E+03     0.2549E+01     0.3747E+03     0.0000E+00     0.2900E+02     0.1036E+01     0.5500E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1988E+03     0.0000E+00     0.1987E+03     0.1086E+03     0.1378E+04     0.6673E+01     0.1036E+01     0.0000E+00
   366    12    31  2000      40      40  cha040               0.9174E+00     0.0000E+00     0.9021E+00     0.1477E+01     0.3656E+06     0.3550E+06     0.3550E+06     0.1198E+03     0.5220E+02     0.6697E+00     0.1759E+03     0.0000E+00     0.2450E+02     0.9255E+00     0.6760E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2145E+03     0.0000E+00     0.2110E+03     0.3040E+02     0.1117E+04     0.5700E+01     0.9255E+00     0.0000E+00
   366    12    31  2000      41      41  cha041               0.9007E+00     0.0000E+00     0.9005E+00     0.1451E+01     0.3664E+06     0.3656E+06     0.3656E+06     0.3340E+03     0.5464E+03     0.9735E+00     0.8717E+02     0.0000E+00     0.2448E+02     0.9250E+00     0.4010E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2109E+03     0.0000E+00     0.2108E+03     0.8466E+02     0.1147E+04     0.5701E+01     0.9250E+00     0.0000E+00
   366    12    31  2000      42      42  cha042               0.8252E+00     0.0000E+00     0.8252E+00     0.1342E+01     0.3661E+06     0.3662E+06     0.3662E+06     0.1756E+02     0.0000E+00     0.2379E+00     0.1499E+03     0.0000E+00     0.2328E+02     0.8943E+00     0.1185E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2102E+03     0.0000E+00     0.2102E+03     0.4248E+01     0.1107E+04     0.5633E+01     0.8944E+00     0.0000E+00
   366    12    31  2000      43      43  cha043               0.6723E+00     0.0000E+00     0.6719E+00     0.1140E+01     0.3643E+06     0.3653E+06     0.3653E+06     0.5661E+03     0.0000E+00     0.3554E+01     0.1576E+04     0.0000E+00     0.1889E+02     0.7782E+00     0.9640E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2425E+03     0.0000E+00     0.2424E+03     0.1201E+03     0.9926E+03     0.4833E+01     0.7782E+00     0.0000E+00
   366    12    31  2000      44      44  cha044               0.5281E+00     0.0000E+00     0.5267E+00     0.9054E+00     0.3545E+06     0.3635E+06     0.3635E+06     0.2122E+04     0.0000E+00     0.1112E+02     0.1105E+05     0.0000E+00     0.1788E+02     0.7502E+00     0.1226E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2087E+03     0.0000E+00     0.2082E+03     0.3454E+03     0.9452E+03     0.3963E+01     0.7502E+00     0.0000E+00
   366    12    31  2000      45      45  cha045               0.1204E+00     0.0000E+00     0.1203E+00     0.2158E+00     0.3366E+06     0.3481E+06     0.3481E+06     0.4172E+02     0.0000E+00     0.1902E+00     0.1146E+05     0.0000E+00     0.1451E+02     0.6527E+00     0.4617E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6739E+02     0.0000E+00     0.6737E+02     0.7515E+01     0.6260E+03     0.5058E+00     0.6527E+00     0.0000E+00
   366    12    31  2000      46      46  cha046               0.1206E+00     0.0000E+00     0.1202E+00     0.2163E+00     0.3303E+06     0.3366E+06     0.3366E+06     0.3374E+03     0.0000E+00     0.7894E+00     0.6679E+04     0.0000E+00     0.1448E+02     0.6517E+00     0.2157E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6777E+02     0.0000E+00     0.6758E+02     0.6082E+02     0.6258E+03     0.5051E+00     0.6517E+00     0.0000E+00
   366    12    31  2000      47      47  cha047               0.1137E+00     0.0000E+00     0.1131E+00     0.2089E+00     0.3119E+06     0.3278E+06     0.3278E+06     0.5811E+03     0.0000E+00     0.1298E+01     0.1649E+05     0.0000E+00     0.1303E+02     0.6073E+00     0.2540E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7622E+02     0.0000E+00     0.7585E+02     0.9526E+02     0.5662E+03     0.4666E+00     0.6073E+00     0.0000E+00
   366    12    31  2000      48      48  cha048               0.1408E+01     0.0000E+00     0.1408E+01     0.2319E+01     0.1321E+06     0.1330E+06     0.1330E+06     0.8653E+01     0.0000E+00     0.1132E+01     0.8579E+03     0.0000E+00     0.2183E+02     0.8569E+00     0.1771E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3992E+03     0.0000E+00     0.3992E+03     0.2069E+01     0.8295E+03     0.6539E+01     0.8569E+00     0.0000E+00
   366    12    31  2000      49      49  cha049               0.1408E+01     0.0000E+00     0.1407E+01     0.2318E+01     0.1315E+06     0.1321E+06     0.1321E+06     0.1160E+03     0.0000E+00     0.0000E+00     0.6977E+03     0.0000E+00     0.2183E+02     0.8568E+00     0.7370E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3991E+03     0.0000E+00     0.3990E+03     0.2759E+02     0.8294E+03     0.6533E+01     0.8568E+00     0.0000E+00
   366    12    31  2000      50      50  cha050               0.1260E+01     0.0000E+00     0.1259E+01     0.2087E+01     0.1280E+06     0.1299E+06     0.1299E+06     0.1361E+03     0.0000E+00     0.0000E+00     0.2069E+04     0.0000E+00     0.2115E+02     0.8390E+00     0.1012E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3765E+03     0.0000E+00     0.3763E+03     0.3172E+02     0.8102E+03     0.5057E+01     0.8390E+00     0.0000E+00
   366    12    31  2000      51      51  cha051               0.1154E+01     0.0000E+00     0.1154E+01     0.1915E+01     0.1268E+06     0.1280E+06     0.1280E+06     0.6996E+02     0.0000E+00     0.1804E+00     0.1283E+04     0.0000E+00     0.2099E+02     0.8349E+00     0.1091E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3492E+03     0.0000E+00     0.3491E+03     0.1631E+02     0.7870E+03     0.4601E+01     0.8349E+00     0.0000E+00
   366    12    31  2000      52      52  cha052               0.1529E+00     0.0000E+00     0.1528E+00     0.2913E+00     0.3799E+03     0.7595E+03     0.7595E+03     0.6443E+00     0.3384E+01     0.1631E+00     0.3835E+03     0.0000E+00     0.1115E+02     0.5477E+00     0.9420E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1328E+03     0.0000E+00     0.1326E+03     0.9661E-01     0.1139E+03     0.8000E+00     0.5477E+00     0.0000E+00
   366    12    31  2000      53      53  cha053               0.3793E-01     0.0000E+00     0.3786E-01     0.8193E-01     0.1582E+02     0.1960E+02     0.1960E+02     0.1947E-01     0.0000E+00     0.0000E+00     0.3805E+01     0.0000E+00     0.6785E+01     0.3932E+00     0.5630E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.7541E+02     0.0000E+00     0.7527E+02     0.2184E-02     0.1110E+02     0.1837E+00     0.3932E+00     0.0000E+00
   366    12    31  2000      54      54  cha054               0.1663E-01     0.0000E+00     0.1625E-01     0.3507E-01     0.8103E+00     0.3119E+03     0.3119E+03     0.6131E-02     0.0000E+00     0.0000E+00     0.3111E+03     0.0000E+00     0.7411E+01     0.4170E+00     0.1185E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2853E+02     0.0000E+00     0.2788E+02     0.6973E-03     0.4483E+02     0.2774E-01     0.4170E+00     0.0000E+00
   366    12    31  2000      55      55  cha055               0.1249E+00     0.0000E+00     0.1248E+00     0.2671E+00     0.3306E+02     0.6736E+02     0.6736E+02     0.3040E-01     0.3897E+01     0.0000E+00     0.3823E+02     0.0000E+00     0.7033E+01     0.4027E+00     0.8990E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2338E+03     0.0000E+00     0.2337E+03     0.2363E-02     0.6606E+02     0.7758E+00     0.4027E+00     0.0000E+00
   366    12    31  2000      56      56  cha056               0.5460E-01     0.0000E+00     0.5431E-01     0.1078E+00     0.7093E+02     0.1076E+03     0.1076E+03     0.1967E+00     0.0000E+00     0.0000E+00     0.3683E+02     0.0000E+00     0.9604E+01     0.4956E+00     0.4340E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6083E+02     0.0000E+00     0.6051E+02     0.2511E-01     0.2347E+02     0.3688E+00     0.4957E+00     0.0000E+00
   366    12    31  2000      57      57  cha057               0.6312E-01     0.0000E+00     0.6262E-01     0.1350E+00     0.3038E+01     0.1561E+04     0.1561E+04     0.2883E-01     0.0000E+00     0.0000E+00     0.1558E+04     0.0000E+00     0.7043E+01     0.4031E+00     0.1857E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1179E+03     0.0000E+00     0.1170E+03     0.2814E-02     0.1469E+03     0.3163E+00     0.4031E+00     0.0000E+00
   366    12    31  2000      58      58  cha058               0.7571E-01     0.0000E+00     0.7560E-01     0.1514E+00     0.4639E+06     0.4623E+06     0.4623E+06     0.9716E+03     0.8198E+03     0.0000E+00     0.1738E+03     0.0000E+00     0.9118E+01     0.4788E+00     0.8520E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9196E+02     0.0000E+00     0.9183E+02     0.1281E+03     0.1312E+03     0.4649E+00     0.4788E+00     0.0000E+00
   366    12    31  2000      59      59  cha059               0.9899E-01     0.0000E+00     0.9896E-01     0.1917E+00     0.2247E+05     0.2252E+05     0.2252E+05     0.1191E+02     0.1274E+02     0.0000E+00     0.6783E+02     0.0000E+00     0.1040E+02     0.5226E+00     0.8630E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9660E+02     0.0000E+00     0.9657E+02     0.1707E+01     0.1944E+03     0.1235E+01     0.5226E+00     0.0000E+00
