 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et     ecanopy      eplant       esoil   surq_cont          cn     sw_init    sw_final      sw_ave      sw_300    sno_init   sno_final     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls     gwsoilq       satex  satex_chan   sw_change     lagsurf     laglatq    lagsatex    wet_evap    wet_oflo    wet_stor
    21     1    21  2001       1       1  Tordera                0.056       0.000       0.000       0.132       0.292       0.425       1.829       0.376       0.029       0.129       0.218       0.104      57.062     365.363     363.460     364.412      45.697       0.000       0.000       0.000       0.718       0.000       0.000       0.000       0.000       0.000       0.104       0.000       0.000       0.292       0.000       0.000       0.629       0.102       0.108      -1.903       0.110       0.717       0.062       0.000       0.002       0.015
    22     1    22  2001       1       1  Tordera                0.026       0.000       0.000       0.112       0.284       0.397       1.787       0.724       0.017       0.281       0.426       0.093      56.982     363.460     361.240     362.350      44.943       0.000       0.000       0.000       1.466       0.000       0.000       0.000       0.000       0.000       0.093       0.000       0.000       0.284       0.000       0.000       0.630       0.091       0.097      -2.220       0.090       0.707       0.057       0.000       0.001       0.014
    23     1    23  2001       1       1  Tordera                0.048       0.000       0.000       0.092       0.278       0.370       1.746       1.281       0.000       0.473       0.807       0.076      56.880     361.240     358.547     359.893      43.638       0.000       0.000       0.000       2.558       0.000       0.000       0.000       0.000       0.000       0.076       0.000       0.000       0.278       0.000       0.000       0.629       0.075       0.082      -2.694       0.074       0.698       0.050       0.001       0.001       0.013
    24     1    24  2001       1       1  Tordera                0.000       0.000       0.000       0.083       0.272       0.356       1.707       1.118       0.000       0.455       0.663       0.072      56.754     358.547     356.015     357.281      42.492       0.000       0.000       0.000       2.339       0.000       0.000       0.000       0.000       0.000       0.072       0.000       0.000       0.272       0.000       0.000       0.629       0.071       0.076      -2.531       0.063       0.689       0.045       0.000       0.001       0.012
    25     1    25  2001       1       1  Tordera                0.005       0.000       0.000       0.079       0.267       0.346       1.669       1.083       0.000       0.421       0.661       0.073      56.612     356.015     353.567     354.791      41.388       0.000       0.000       0.000       2.260       0.000       0.000       0.000       0.000       0.000       0.073       0.000       0.000       0.267       0.000       0.000       0.627       0.072       0.074      -2.449       0.057       0.680       0.043       0.000       0.001       0.011
    26     1    26  2001       1       1  Tordera                0.005       0.000       0.000       0.082       0.262       0.344       1.632       0.793       0.000       0.313       0.480       0.078      56.473     353.567     351.442     352.504      40.571       0.000       0.000       0.000       1.684       0.000       0.000       0.000       0.000       0.000       0.078       0.000       0.000       0.262       0.000       0.000       0.626       0.077       0.078      -2.125       0.053       0.672       0.042       0.000       0.001       0.011
    27     1    27  2001       1       1  Tordera                0.056       0.000       0.000       0.087       0.257       0.344       1.597       0.618       0.002       0.234       0.382       0.086      56.351     351.442     349.573     350.508      39.980       0.000       0.000       0.000       1.305       0.000       0.000       0.000       0.000       0.000       0.086       0.000       0.000       0.257       0.000       0.000       0.624       0.085       0.084      -1.868       0.052       0.664       0.043       0.000       0.001       0.009
    28     1    28  2001       1       1  Tordera                6.224       0.000       0.000       0.564       0.257       0.821       1.575       0.334       0.117       0.074       0.142       0.624      56.254     349.573     353.629     351.601      44.433       0.000       0.000       0.000       0.563       0.000       0.000       0.000       0.000       0.000       0.624       0.000       0.000       0.257       0.000       0.000       0.622       0.165       0.143       4.056       0.112       0.663       0.065       0.000       0.001       0.010
    29     1    29  2001       1       1  Tordera                2.724       0.000       0.000       0.321       0.257       0.578       1.561       0.637       0.115       0.191       0.331       0.333      56.455     353.629     354.186     353.908      44.925       0.000       0.000       0.000       1.154       0.000       0.000       0.000       0.000       0.000       0.333       0.000       0.000       0.257       0.000       0.000       0.621       0.158       0.146       0.557       0.124       0.664       0.077       0.000       0.002       0.011
    30     1    30  2001       1       1  Tordera                0.040       0.000       0.000       0.121       0.250       0.371       1.528       0.896       0.023       0.362       0.511       0.085      56.442     354.186     352.097     353.142      44.035       0.000       0.000       0.000       1.841       0.000       0.000       0.000       0.000       0.000       0.085       0.000       0.000       0.250       0.000       0.000       0.620       0.084       0.099      -2.088       0.088       0.653       0.062       0.000       0.001       0.010
    31     1    31  2001       1       1  Tordera                0.006       0.000       0.000       0.102       0.244       0.347       1.496       0.645       0.000       0.264       0.380       0.086      56.331     352.097     350.261     351.179      43.362       0.000       0.000       0.000       1.363       0.000       0.000       0.000       0.000       0.000       0.086       0.000       0.000       0.244       0.000       0.000       0.618       0.085       0.092      -1.837       0.072       0.644       0.055       0.000       0.001       0.010
    32     2     1  2001       1       1  Tordera                0.011       0.000       0.000       0.094       0.239       0.333       1.465       0.830       0.004       0.323       0.503       0.085      56.232     350.261     348.279     349.270      42.517       0.000       0.000       0.000       1.739       0.000       0.000       0.000       0.000       0.000       0.085       0.000       0.000       0.239       0.000       0.000       0.617       0.083       0.088      -1.981       0.063       0.635       0.051       0.000       0.001       0.009
    33     2     2  2001       1       1  Tordera                0.000       0.000       0.000       0.091       0.235       0.326       1.435       0.581       0.000       0.233       0.348       0.086      56.146     348.279     346.567     347.423      41.909       0.000       0.000       0.000       1.239       0.000       0.000       0.000       0.000       0.000       0.086       0.000       0.000       0.235       0.000       0.000       0.615       0.085       0.087      -1.712       0.057       0.627       0.048       0.000       0.001       0.008
    34     2     3  2001       1       1  Tordera                0.000       0.000       0.000       0.088       0.230       0.318       1.406       0.665       0.000       0.285       0.380       0.085      56.066     346.567     344.803     345.685      41.221       0.000       0.000       0.000       1.456       0.000       0.000       0.000       0.000       0.000       0.085       0.000       0.000       0.230       0.000       0.000       0.613       0.084       0.085      -1.764       0.055       0.619       0.048       0.000       0.001       0.008
    35     2     4  2001       1       1  Tordera                0.017       0.000       0.000       0.084       0.226       0.310       1.378       0.772       0.004       0.325       0.443       0.081      55.987     344.803     342.982     343.892      40.449       0.000       0.000       0.000       1.684       0.000       0.000       0.000       0.000       0.000       0.081       0.000       0.000       0.226       0.000       0.000       0.612       0.081       0.082      -1.821       0.052       0.612       0.046       0.000       0.001       0.008
    36     2     5  2001       1       1  Tordera                0.000       0.000       0.000       0.076       0.223       0.299       1.351       0.973       0.000       0.401       0.572       0.073      55.908     342.982     340.980     341.981      39.478       0.000       0.000       0.000       2.121       0.000       0.000       0.000       0.000       0.000       0.073       0.000       0.000       0.223       0.000       0.000       0.610       0.072       0.075      -2.001       0.049       0.604       0.044       0.000       0.001       0.008
    37     2     6  2001       1       1  Tordera                0.000       0.000       0.000       0.073       0.219       0.292       1.324       1.130       0.000       0.485       0.645       0.069      55.836     340.980     338.854     339.917      38.378       0.000       0.000       0.000       2.510       0.000       0.000       0.000       0.000       0.000       0.069       0.000       0.000       0.219       0.000       0.000       0.608       0.069       0.072      -2.127       0.045       0.597       0.042       0.000       0.000       0.008
    38     2     7  2001       1       1  Tordera                0.007       0.000       0.000       0.080       0.215       0.295       1.299       0.880       0.002       0.420       0.458       0.080      55.781     338.854     337.000     337.927      37.520       0.000       0.000       0.000       2.039       0.000       0.000       0.000       0.000       0.000       0.080       0.000       0.000       0.215       0.000       0.000       0.606       0.079       0.079      -1.853       0.045       0.590       0.042       0.000       0.001       0.008
    39     2     8  2001       1       1  Tordera                0.127       0.000       0.000       0.073       0.212       0.284       1.274       1.242       0.033       0.510       0.699       0.072      55.716     337.000     334.942     335.971      36.470       0.000       0.000       0.000       2.739       0.000       0.000       0.000       0.000       0.000       0.072       0.000       0.000       0.212       0.000       0.000       0.605       0.071       0.072      -2.059       0.044       0.583       0.041       0.001       0.001       0.007
    40     2     9  2001       1       1  Tordera                0.015       0.000       0.000       0.076       0.208       0.284       1.250       0.685       0.004       0.299       0.382       0.075      55.671     334.942     333.347     334.144      35.842       0.000       0.000       0.000       1.552       0.000       0.000       0.000       0.000       0.000       0.075       0.000       0.000       0.208       0.000       0.000       0.602       0.075       0.076      -1.595       0.043       0.576       0.041       0.000       0.000       0.007
    41     2    10  2001       1       1  Tordera                0.044       0.000       0.000       0.083       0.205       0.287       1.227       0.601       0.003       0.264       0.334       0.084      55.635     333.347     331.882     332.615      35.292       0.000       0.000       0.000       1.363       0.000       0.000       0.000       0.000       0.000       0.084       0.000       0.000       0.205       0.000       0.000       0.600       0.084       0.082      -1.465       0.045       0.570       0.043       0.000       0.000       0.007
    42     2    11  2001       1       1  Tordera                0.004       0.000       0.000       0.083       0.201       0.285       1.204       0.625       0.001       0.284       0.340       0.085      55.599     331.882     330.376     331.129      34.710       0.000       0.000       0.000       1.438       0.000       0.000       0.000       0.000       0.000       0.085       0.000       0.000       0.201       0.000       0.000       0.599       0.084       0.083      -1.505       0.046       0.563       0.044       0.000       0.001       0.007
    43     2    12  2001       1       1  Tordera                0.040       0.000       0.000       0.086       0.198       0.284       1.183       0.537       0.011       0.246       0.280       0.087      55.567     330.376     329.014     329.695      34.245       0.000       0.000       0.000       1.237       0.000       0.000       0.000       0.000       0.000       0.087       0.000       0.000       0.198       0.000       0.000       0.598       0.087       0.085      -1.362       0.047       0.556       0.045       0.000       0.000       0.008
    44     2    13  2001       1       1  Tordera                9.163       0.000       0.000       0.698       0.206       0.904       1.189       0.377       0.107       0.119       0.151       0.777      55.546     329.014     336.206     332.610      41.055       0.000       0.000       0.000       0.728       0.000       0.000       0.000       0.000       0.000       0.777       0.000       0.000       0.206       0.000       0.000       0.596       0.172       0.148       7.191       0.127       0.566       0.070       0.000       0.002       0.008
    45     2    14  2001       1       1  Tordera               18.223       0.000       0.000       1.835       0.277       2.112       1.385       0.418       0.119       0.097       0.202       2.006      55.782     336.206     350.835     343.520      44.907       0.000       0.000       0.000       0.694       0.000       0.000       0.000       0.000       0.000       2.006       0.000       0.000       0.277       0.000       0.000       0.595       0.229       0.206      14.629       0.298       0.675       0.093       0.000       0.001       0.011
    46     2    15  2001       1       1  Tordera                0.235       0.000       0.000       0.228       0.252       0.480       1.357       1.051       0.072       0.372       0.606       0.084      56.349     350.835     348.956     349.895      43.994       0.000       0.000       0.000       2.019       0.000       0.000       0.000       0.000       0.000       0.084       0.000       0.000       0.252       0.000       0.000       0.601       0.083       0.107      -1.880       0.155       0.648       0.068       0.000       0.001       0.011
    47     2    16  2001       1       1  Tordera                0.000       0.000       0.000       0.127       0.237       0.364       1.331       0.989       0.000       0.415       0.575       0.073      56.256     348.956     346.946     347.951      42.985       0.000       0.000       0.000       2.098       0.000       0.000       0.000       0.000       0.000       0.073       0.000       0.000       0.237       0.000       0.000       0.604       0.072       0.085      -2.009       0.101       0.632       0.056       0.000       0.001       0.010
    48     2    17  2001       1       1  Tordera                0.000       0.000       0.000       0.106       0.228       0.334       1.305       0.626       0.000       0.266       0.360       0.083      56.179     346.946     345.321     346.133      42.329       0.000       0.000       0.000       1.355       0.000       0.000       0.000       0.000       0.000       0.083       0.000       0.000       0.228       0.000       0.000       0.605       0.082       0.087      -1.626       0.078       0.621       0.051       0.000       0.001       0.010
    49     2    18  2001       1       1  Tordera                1.034       0.000       0.000       0.140       0.222       0.362       1.282       0.847       0.108       0.283       0.455       0.136      56.114     345.321     344.479     344.900      42.203       0.000       0.000       0.000       1.665       0.000       0.000       0.000       0.000       0.000       0.136       0.000       0.000       0.222       0.000       0.000       0.605       0.102       0.099      -0.841       0.075       0.615       0.054       0.000       0.001       0.009
    50     2    19  2001       1       1  Tordera                0.007       0.000       0.000       0.095       0.218       0.312       1.258       0.736       0.002       0.313       0.421       0.082      56.083     344.479     342.805     343.642      41.447       0.000       0.000       0.000       1.576       0.000       0.000       0.000       0.000       0.000       0.082       0.000       0.000       0.218       0.000       0.000       0.604       0.081       0.086      -1.675       0.062       0.608       0.049       0.000       0.001       0.009
    51     2    20  2001       1       1  Tordera                0.016       0.000       0.000       0.088       0.214       0.301       1.235       0.754       0.004       0.329       0.421       0.082      56.025     342.805     341.146     341.975      40.686       0.000       0.000       0.000       1.649       0.000       0.000       0.000       0.000       0.000       0.082       0.000       0.000       0.214       0.000       0.000       0.602       0.081       0.083      -1.659       0.056       0.601       0.047       0.000       0.001       0.008
    52     2    21  2001       1       1  Tordera                0.000       0.000       0.000       0.085       0.210       0.295       1.213       0.747       0.000       0.337       0.409       0.081      55.971     341.146     339.502     340.324      39.922       0.000       0.000       0.000       1.668       0.000       0.000       0.000       0.000       0.000       0.081       0.000       0.000       0.210       0.000       0.000       0.601       0.081       0.082      -1.643       0.053       0.595       0.046       0.000       0.001       0.008
    53     2    22  2001       1       1  Tordera                0.026       0.000       0.000       0.076       0.207       0.283       1.191       1.018       0.005       0.459       0.555       0.073      55.911     339.502     337.645     338.574      38.926       0.000       0.000       0.000       2.280       0.000       0.000       0.000       0.000       0.000       0.073       0.000       0.000       0.207       0.000       0.000       0.600       0.072       0.074      -1.858       0.050       0.589       0.044       0.000       0.001       0.008
    54     2    23  2001       1       1  Tordera                0.014       0.000       0.000       0.080       0.203       0.284       1.170       0.714       0.002       0.318       0.394       0.078      55.859     337.645     336.097     336.871      38.234       0.000       0.000       0.000       1.601       0.000       0.000       0.000       0.000       0.000       0.078       0.000       0.000       0.203       0.000       0.000       0.598       0.078       0.079      -1.548       0.048       0.583       0.043       0.000       0.000       0.008
    55     2    24  2001       1       1  Tordera                4.626       0.000       0.000       0.405       0.202       0.607       1.154       0.373       0.104       0.107       0.162       0.448      55.824     336.097     339.131     337.614      41.896       0.000       0.000       0.000       0.692       0.000       0.000       0.000       0.000       0.000       0.448       0.000       0.000       0.202       0.000       0.000       0.597       0.160       0.139       3.034       0.091       0.580       0.064       0.000       0.002       0.008
    56     2    25  2001       1       1  Tordera               11.482       1.011       0.729       1.242       0.236       1.477       1.243       0.513       0.118       0.132       0.263       1.379      55.939     339.131     347.513     343.322      44.760       0.000       0.282       0.141       0.828       0.000       0.000       0.000       0.000       0.000       1.379       0.000       0.000       0.236       0.000       0.000       0.595       0.199       0.177       8.383       0.229       0.632       0.087       0.000       0.001       0.012
    57     2    26  2001       1       1  Tordera                0.158       0.097       0.276       0.191       0.223       0.415       1.222       1.011       0.026       0.379       0.606       0.097      56.253     347.513     345.909     346.711      43.922       0.282       0.104       0.193       1.958       0.000       0.000       0.000       0.000       0.000       0.097       0.000       0.000       0.223       0.000       0.000       0.597       0.086       0.107      -1.604       0.135       0.618       0.065       0.000       0.001       0.011
    58     2    27  2001       1       1  Tordera                0.095       0.000       0.104       0.152       0.216       0.367       1.201       1.025       0.005       0.405       0.616       0.112      56.190     345.909     344.161     345.035      42.948       0.104       0.000       0.052       2.100       0.000       0.000       0.000       0.000       0.000       0.112       0.000       0.000       0.216       0.000       0.000       0.597       0.082       0.093      -1.748       0.095       0.608       0.054       0.000       0.001       0.010
    59     2    28  2001       1       1  Tordera                0.042       0.038       0.038       0.101       0.210       0.311       1.180       0.881       0.004       0.371       0.505       0.078      56.133     344.161     342.460     343.311      42.075       0.000       0.000       0.000       1.884       0.000       0.000       0.000       0.000       0.000       0.078       0.000       0.000       0.210       0.000       0.000       0.597       0.075       0.082      -1.701       0.072       0.601       0.047       0.000       0.001       0.009
    60     3     1  2001       1       1  Tordera                0.025       0.000       0.000       0.082       0.206       0.287       1.160       1.072       0.009       0.452       0.611       0.069      56.064     342.460     340.582     341.521      41.020       0.000       0.000       0.000       2.311       0.000       0.000       0.000       0.000       0.000       0.069       0.000       0.000       0.206       0.000       0.000       0.597       0.068       0.072      -1.878       0.060       0.594       0.043       0.000       0.001       0.009
    61     3     2  2001       1       1  Tordera                4.190       0.000       0.000       0.268       0.212       0.481       1.164       0.952       0.121       0.348       0.482       0.291      56.005     340.582     342.739     341.660      42.822       0.000       0.000       0.000       1.925       0.000       0.000       0.000       0.000       0.000       0.291       0.000       0.000       0.212       0.000       0.000       0.596       0.137       0.123       2.156       0.083       0.604       0.057       0.000       0.001       0.009
    62     3     3  2001       1       1  Tordera                0.196       0.000       0.000       0.090       0.207       0.296       1.144       1.729       0.081       0.697       0.950       0.069      56.046     342.739     340.392     341.565      41.281       0.000       0.000       0.000       3.536       0.000       0.000       0.000       0.000       0.000       0.069       0.000       0.000       0.207       0.000       0.000       0.597       0.068       0.078      -2.347       0.062       0.596       0.048       0.000       0.001       0.009
    63     3     4  2001       1       1  Tordera                0.000       0.000       0.000       0.072       0.202       0.275       1.125       1.517       0.000       0.663       0.854       0.061      55.960     340.392     338.091     339.241      39.773       0.000       0.000       0.000       3.318       0.000       0.000       0.000       0.000       0.000       0.061       0.000       0.000       0.202       0.000       0.000       0.597       0.060       0.067      -2.300       0.051       0.589       0.041       0.001       0.001       0.008
    64     3     5  2001       1       1  Tordera                1.130       0.000       0.000       0.106       0.199       0.305       1.107       0.875       0.120       0.320       0.435       0.107      55.900     338.091     337.535     337.813      39.972       0.000       0.000       0.000       1.766       0.000       0.000       0.000       0.000       0.000       0.107       0.000       0.000       0.199       0.000       0.000       0.596       0.092       0.089      -0.557       0.052       0.584       0.044       0.000       0.001       0.008
    65     3     6  2001       1       1  Tordera                0.028       0.000       0.000       0.070       0.196       0.266       1.089       1.330       0.006       0.577       0.747       0.063      55.875     337.535     335.487     336.511      38.685       0.000       0.000       0.000       2.858       0.000       0.000       0.000       0.000       0.000       0.063       0.000       0.000       0.196       0.000       0.000       0.595       0.063       0.067      -2.048       0.045       0.578       0.040       0.001       0.000       0.008
    66     3     7  2001       1       1  Tordera                2.109       0.000       0.000       0.153       0.200       0.353       1.087       1.031       0.126       0.407       0.499       0.159      55.817     335.487     335.706     335.597      38.853       0.000       0.000       0.000       2.120       0.000       0.000       0.000       0.000       0.000       0.159       0.000       0.000       0.200       0.000       0.000       0.594       0.086       0.085       0.219       0.051       0.584       0.041       0.000       0.001       0.007
    67     3     8  2001       1       1  Tordera                5.456       0.000       0.000       0.386       0.207       0.593       1.093       1.078       0.128       0.399       0.552       0.425      55.811     335.706     338.943     337.324      41.667       0.000       0.000       0.000       2.141       0.000       0.000       0.000       0.000       0.000       0.425       0.000       0.000       0.207       0.000       0.000       0.594       0.141       0.124       3.237       0.090       0.594       0.058       0.000       0.001       0.008
    68     3     9  2001       1       1  Tordera                0.176       0.000       0.000       0.100       0.201       0.301       1.076       0.926       0.003       0.391       0.532       0.072      55.930     338.943     337.448     338.195      40.909       0.000       0.000       0.000       1.853       0.000       0.000       0.000       0.000       0.000       0.072       0.000       0.000       0.201       0.000       0.000       0.596       0.071       0.081      -1.495       0.063       0.585       0.048       0.000       0.001       0.008
    69     3    10  2001       1       1  Tordera                0.162       0.000       0.000       0.082       0.196       0.279       1.059       0.948       0.034       0.408       0.505       0.073      55.870     337.448     335.939     336.693      40.136       0.000       0.000       0.000       1.962       0.000       0.000       0.000       0.000       0.000       0.073       0.000       0.000       0.196       0.000       0.000       0.596       0.072       0.075      -1.509       0.053       0.578       0.044       0.000       0.000       0.008
    70     3    11  2001       1       1  Tordera                0.034       0.000       0.000       0.075       0.193       0.267       1.043       1.039       0.009       0.467       0.563       0.069      55.816     335.939     334.232     335.086      39.161       0.000       0.000       0.000       2.171       0.000       0.000       0.000       0.000       0.000       0.069       0.000       0.000       0.193       0.000       0.000       0.596       0.068       0.071      -1.706       0.047       0.571       0.041       0.000       0.000       0.008
    71     3    12  2001       1       1  Tordera                4.488       0.000       0.000       0.256       0.199       0.455       1.048       1.044       0.132       0.440       0.472       0.284      55.763     334.232     336.733     335.483      41.366       0.000       0.000       0.000       2.094       0.000       0.000       0.000       0.000       0.000       0.284       0.000       0.000       0.199       0.000       0.000       0.595       0.128       0.113       2.501       0.075       0.579       0.056       0.000       0.002       0.007
    72     3    13  2001       1       1  Tordera                0.215       0.000       0.000       0.091       0.194       0.285       1.033       1.060       0.065       0.430       0.565       0.074      55.830     336.733     335.192     335.963      40.458       0.000       0.000       0.000       2.007       0.000       0.000       0.000       0.000       0.000       0.074       0.000       0.000       0.194       0.000       0.000       0.597       0.072       0.081      -1.541       0.058       0.572       0.048       0.000       0.001       0.007
    73     3    14  2001       1       1  Tordera                0.028       0.000       0.000       0.079       0.190       0.269       1.018       0.952       0.005       0.443       0.504       0.071      55.780     335.192     333.594     334.393      39.564       0.000       0.000       0.000       1.959       0.000       0.000       0.000       0.000       0.000       0.071       0.000       0.000       0.190       0.000       0.000       0.597       0.071       0.075      -1.599       0.050       0.565       0.044       0.000       0.001       0.007
    74     3    15  2001       1       1  Tordera                0.029       0.000       0.000       0.072       0.187       0.259       1.003       1.101       0.011       0.535       0.555       0.068      55.729     333.594     331.866     332.730      38.534       0.000       0.000       0.000       2.300       0.000       0.000       0.000       0.000       0.000       0.068       0.000       0.000       0.187       0.000       0.000       0.596       0.068       0.070      -1.728       0.046       0.558       0.041       0.000       0.000       0.007
    75     3    16  2001       1       1  Tordera                0.347       0.000       0.000       0.077       0.184       0.261       0.988       0.921       0.126       0.379       0.416       0.077      55.685     331.866     330.643     331.255      38.007       0.000       0.000       0.000       1.811       0.000       0.000       0.000       0.000       0.000       0.077       0.000       0.000       0.184       0.000       0.000       0.595       0.076       0.075      -1.223       0.045       0.552       0.042       0.000       0.000       0.007
    76     3    17  2001       1       1  Tordera                0.029       0.000       0.000       0.068       0.181       0.249       0.974       1.259       0.011       0.585       0.663       0.065      55.643     330.643     328.793     329.718      36.879       0.000       0.000       0.000       2.564       0.000       0.000       0.000       0.000       0.000       0.065       0.000       0.000       0.181       0.000       0.000       0.594       0.064       0.067      -1.851       0.042       0.547       0.039       0.000       0.000       0.007
    77     3    18  2001       1       1  Tordera                0.000       0.000       0.000       0.062       0.179       0.241       0.961       1.284       0.000       0.636       0.649       0.059      55.589     328.793     326.908     327.851      35.712       0.000       0.000       0.000       2.709       0.000       0.000       0.000       0.000       0.000       0.059       0.000       0.000       0.179       0.000       0.000       0.592       0.058       0.061      -1.884       0.038       0.541       0.036       0.000       0.000       0.007
    78     3    19  2001       1       1  Tordera                0.000       0.000       0.000       0.062       0.176       0.239       0.947       1.200       0.000       0.607       0.593       0.061      55.538     326.908     325.120     326.014      34.631       0.000       0.000       0.000       2.535       0.000       0.000       0.000       0.000       0.000       0.061       0.000       0.000       0.176       0.000       0.000       0.590       0.061       0.062      -1.788       0.037       0.536       0.035       0.000       0.000       0.007
    79     3    20  2001       1       1  Tordera                0.006       0.000       0.000       0.057       0.174       0.232       0.934       1.569       0.000       0.810       0.759       0.056      55.480     325.120     322.988     324.054      33.228       0.000       0.000       0.000       3.337       0.000       0.000       0.000       0.000       0.000       0.056       0.000       0.000       0.174       0.000       0.000       0.589       0.055       0.057      -2.133       0.035       0.530       0.033       0.000       0.000       0.007
    80     3    21  2001       1       1  Tordera                0.006       0.000       0.000       0.052       0.172       0.224       0.921       1.829       0.000       0.946       0.883       0.049      55.411     322.988     320.616     321.802      31.615       0.000       0.000       0.000       3.914       0.000       0.000       0.000       0.000       0.000       0.049       0.000       0.000       0.172       0.000       0.000       0.587       0.049       0.052      -2.372       0.032       0.525       0.030       0.001       0.001       0.006
    81     3    22  2001       1       1  Tordera                0.000       0.000       0.000       0.050       0.170       0.220       0.909       1.778       0.000       0.955       0.823       0.047      55.345     320.616     318.303     319.459      30.063       0.000       0.000       0.000       3.800       0.000       0.000       0.000       0.000       0.000       0.047       0.000       0.000       0.170       0.000       0.000       0.585       0.047       0.049      -2.313       0.029       0.520       0.028       0.001       0.000       0.006
    82     3    23  2001       1       1  Tordera                0.013       0.000       0.000       0.047       0.168       0.215       0.897       1.984       0.003       1.137       0.844       0.047      55.279     318.303     315.810     317.057      28.363       0.000       0.000       0.000       4.222       0.000       0.000       0.000       0.000       0.000       0.047       0.000       0.000       0.168       0.000       0.000       0.583       0.046       0.047      -2.493       0.029       0.514       0.027       0.000       0.000       0.006
    83     3    24  2001       1       1  Tordera                0.007       0.000       0.000       0.046       0.166       0.212       0.885       2.347       0.003       1.375       0.969       0.046      55.197     315.810     312.961     314.385      26.406       0.000       0.000       0.000       4.905       0.000       0.000       0.000       0.000       0.000       0.046       0.000       0.000       0.166       0.000       0.000       0.581       0.046       0.046      -2.850       0.028       0.509       0.027       0.000       0.000       0.006
    84     3    25  2001       1       1  Tordera                0.051       0.000       0.000       0.048       0.163       0.211       0.873       1.977       0.031       1.126       0.820       0.047      55.115     312.961     310.536     311.748      24.884       0.000       0.000       0.000       4.028       0.000       0.000       0.000       0.000       0.000       0.047       0.000       0.000       0.163       0.000       0.000       0.579       0.046       0.047      -2.424       0.027       0.504       0.026       0.001       0.000       0.006
    85     3    26  2001       1       1  Tordera                8.390       0.000       0.000       0.513       0.164       0.677       0.864       1.049       0.177       0.500       0.372       0.561      55.075     310.536     316.866     313.701      31.873       0.000       0.000       0.000       1.986       0.000       0.000       0.000       0.000       0.000       0.561       0.000       0.000       0.164       0.000       0.000       0.577       0.098       0.082       6.329       0.076       0.502       0.043       0.000       0.000       0.007
    86     3    27  2001       1       1  Tordera                0.097       0.000       0.000       0.084       0.161       0.245       0.853       1.322       0.077       0.626       0.618       0.065      55.248     316.866     315.144     316.005      30.691       0.000       0.000       0.000       2.183       0.000       0.000       0.000       0.000       0.000       0.065       0.000       0.000       0.161       0.000       0.000       0.576       0.065       0.069      -1.722       0.057       0.496       0.039       0.000       0.000       0.007
    87     3    28  2001       1       1  Tordera                0.252       0.000       0.000       0.072       0.158       0.231       0.843       1.319       0.094       0.671       0.555       0.063      55.212     315.144     313.594     314.369      29.714       0.000       0.000       0.000       2.332       0.000       0.000       0.000       0.000       0.000       0.063       0.000       0.000       0.158       0.000       0.000       0.574       0.062       0.065      -1.550       0.048       0.490       0.037       0.000       0.001       0.007
    88     3    29  2001       1       1  Tordera                8.032       0.000       0.000       0.701       0.161       0.862       0.834       1.181       0.187       0.531       0.463       0.773      55.207     313.594     319.245     316.419      35.901       0.000       0.000       0.000       2.067       0.000       0.000       0.000       0.000       0.000       0.773       0.000       0.000       0.161       0.000       0.000       0.572       0.123       0.104       5.651       0.120       0.492       0.056       0.000       0.002       0.008
    89     3    30  2001       1       1  Tordera                0.085       0.000       0.000       0.103       0.157       0.260       0.824       1.583       0.030       0.827       0.725       0.062      55.383     319.245     317.283     318.264      34.445       0.000       0.000       0.000       2.647       0.000       0.000       0.000       0.000       0.000       0.062       0.000       0.000       0.157       0.000       0.000       0.571       0.061       0.071      -1.962       0.079       0.485       0.045       0.000       0.001       0.008
    90     3    31  2001       1       1  Tordera                0.005       0.000       0.000       0.078       0.154       0.232       0.815       1.567       0.000       0.873       0.693       0.059      55.339     317.283     315.269     316.276      32.932       0.000       0.000       0.000       2.744       0.000       0.000       0.000       0.000       0.000       0.059       0.000       0.000       0.154       0.000       0.000       0.569       0.058       0.064      -2.014       0.059       0.479       0.039       0.000       0.001       0.007
    91     4     1  2001       1       1  Tordera                0.008       0.000       0.000       0.066       0.152       0.217       0.806       1.678       0.003       0.953       0.722       0.054      55.293     315.269     313.159     314.214      31.352       0.000       0.000       0.000       2.973       0.000       0.000       0.000       0.000       0.000       0.054       0.000       0.000       0.152       0.000       0.000       0.567       0.054       0.058      -2.110       0.048       0.474       0.035       0.000       0.000       0.007
    92     4     2  2001       1       1  Tordera                0.037       0.000       0.000       0.059       0.150       0.209       0.797       1.833       0.006       1.064       0.763       0.052      55.240     313.159     310.934     312.047      29.693       0.000       0.000       0.000       3.265       0.000       0.000       0.000       0.000       0.000       0.052       0.000       0.000       0.150       0.000       0.000       0.565       0.052       0.055      -2.225       0.041       0.469       0.032       0.000       0.000       0.007
    93     4     3  2001       1       1  Tordera                0.000       0.000       0.000       0.058       0.148       0.206       0.788       1.518       0.000       0.894       0.624       0.055      55.190     310.934     308.996     309.965      28.330       0.000       0.000       0.000       2.740       0.000       0.000       0.000       0.000       0.000       0.055       0.000       0.000       0.148       0.000       0.000       0.564       0.054       0.055      -1.938       0.037       0.465       0.030       0.000       0.001       0.006
