real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag,ns,pbias,rsq,rmse
160,199.0,25.068,8.63321,29.5629,27.5152,100.575,134.617,53.2812,159.681,76.6698,44.8965,28.2943,17.2294,0.8605741146747967,-5.237973838889959,0.863120693285684,2.2186348658737693
161,94.53,57.152,66.3451,199.0,67.8703,199.0,28.9661,183.54,29.524,25.4721,46.4584,35.3321,199.0,0.8726340909625724,8.861275534785126,0.87546065158395,2.1205119684759124
162,77.7905,26.3785,21.0225,90.9406,184.299,84.0299,92.6177,84.6128,85.724,149.363,55.3055,195.881,88.0138,0.8724942652308487,7.790806754673349,0.8753663800791668,2.121675626818586
163,73.9554,51.3092,148.838,138.841,167.12,199.0,23.9695,181.244,132.404,148.405,54.6449,28.9283,38.1792,0.8672732022880961,7.722181296974369,0.8724173019982597,2.1646786630867205
164,38.4386,50.8164,38.147,199.0,112.323,14.856,162.68,98.4388,10.0821,151.522,59.1418,198.071,199.0,0.8644952408799138,5.6688357583349385,0.8679633498441703,2.1872146315582204
165,91.5938,27.8165,125.065,145.839,119.775,199.0,140.738,77.9725,63.4927,148.188,65.7476,175.855,199.0,0.8793971538429837,3.0535197051455,0.8807516315222745,2.063445043947279
166,74.9155,27.7461,154.143,18.166,84.922,103.179,16.5865,183.032,51.6853,140.868,65.0767,52.2667,38.2891,0.8728442788285184,6.172843996916553,0.8761174629657529,2.118761539636098
167,110.139,35.4377,138.158,199.0,122.737,149.665,141.414,176.793,161.251,114.556,54.1221,173.523,110.33,0.8726574299420087,8.471600982848331,0.8774331611663309,2.1203176745199555
168,104.945,39.5857,152.063,49.2101,172.113,40.7213,17.533,170.248,32.4585,154.094,55.9825,162.104,31.115,0.8716038573848078,8.484722489882444,0.8749623554245451,2.1290708626807286
169,64.2068,44.8787,20.0176,146.541,180.977,199.0,100.73,160.364,48.0735,153.401,53.327,33.3279,90.8287,0.8664695720500115,7.649004625168625,0.8714906617198814,2.1712220890554077
170,53.1046,11.7191,20.8056,197.929,58.9809,199.0,127.27,189.244,111.344,113.378,70.6037,23.3103,199.0,0.863701450398736,13.010262092888802,0.8724335566276838,2.1936116574796567
172,190.539,119.658,37.3214,57.0703,6.78701,151.172,42.6693,52.4017,105.642,102.909,39.1334,195.509,91.8175,0.8609453472709303,3.4957662844478703,0.8621665893248285,2.2156792505830936
173,140.374,33.8326,194.354,55.9934,84.5566,56.2014,161.466,184.671,63.9373,120.039,47.7906,199.0,146.412,0.8641659555525334,13.267091443438039,0.8749997518623969,2.1898705555184335
174,74.0438,31.0436,166.857,67.1598,166.307,199.0,127.688,192.499,27.1384,168.48,56.6514,199.0,78.0414,0.8720805212885191,4.859492676816342,0.8740668708374024,2.125115156318229
175,174.991,16.0454,183.886,199.0,78.8695,199.0,121.506,179.421,28.4047,122.537,59.8659,79.4716,64.4136,0.8673559293301898,14.537020620543457,0.8782105044894265,2.164003948639889
176,74.0234,16.0652,22.5701,63.6245,192.31,73.4881,39.6991,177.2,66.2459,167.784,91.7102,104.881,64.5932,0.8792495539068849,0.6187687897475405,0.8793208850534884,2.0647073326823664
178,69.1537,74.8114,25.8061,199.0,194.539,159.258,46.7231,72.3197,109.783,183.884,54.9175,30.9396,64.4214,0.8690480372031346,4.290742435922143,0.8724437121860097,2.1501568119852594
179,91.0763,21.0346,22.7029,12.4427,83.7033,69.4769,58.0005,28.8595,88.985,126.998,67.7976,18.2223,167.689,0.878385492217,5.860970321834649,0.8802423320932983,2.0720814435046053
180,181.445,68.9618,191.825,199.0,92.3426,199.0,33.1012,164.055,12.4669,116.683,56.097,19.5445,14.1321,0.8713430009213371,5.566111004047022,0.8755612623226713,2.13123253235676
181,151.484,38.8156,168.773,125.267,169.211,199.0,155.539,188.237,96.5282,128.656,51.5658,182.865,198.982,0.8704168565897521,9.197387020620539,0.876251170838286,2.1388896730208486
182,179.765,41.1241,142.137,194.554,108.479,130.318,155.622,68.8189,117.319,104.223,50.39,158.667,53.6617,0.8558087137736206,-1.55361558103681,0.8679234551616822,2.256231385188301
183,110.892,43.3455,40.1565,115.242,8.50534,199.0,141.227,15.549,20.9459,126.065,58.0089,56.7024,52.3524,0.8746103407818673,5.259831614954711,0.8782894379537601,2.103996384806989
184,161.703,43.3977,43.0239,109.277,192.835,199.0,135.974,150.309,108.136,172.606,58.6561,175.44,12.4577,0.8785038413935682,2.135005299672384,0.8797523772332121,2.07107297491261
185,71.5863,66.7491,38.8699,151.056,124.702,199.0,135.99,19.1813,133.885,174.708,54.8295,8.12661,162.491,0.8707341731621269,3.019146270957796,0.8728012339579161,2.1362692660529143
186,116.09,39.6752,146.612,199.0,180.877,193.166,131.002,187.564,8.312,131.991,47.5903,126.052,32.8802,0.8640788223835838,13.855716419348617,0.874481261591839,2.190572808668597
187,118.488,29.1532,53.4367,199.0,19.0814,37.6698,155.385,169.812,20.9912,4.50472,58.2893,191.094,39.0819,0.8768781606775393,8.698225525149352,0.8793888230943135,2.0848829399324855
189,165.321,6.42411,134.776,89.6635,70.2632,26.7098,93.4081,190.047,111.198,140.29,77.2287,197.589,166.493,0.8721256930227789,12.6985206687223,0.8789685179272716,2.124739906144532
191,70.3052,50.5012,157.16,120.059,124.573,190.942,153.796,67.1466,108.325,114.976,53.1596,105.158,174.523,0.8671266612539564,6.330887454230101,0.8714282732656593,2.165873322892207
192,199.0,85.2673,168.326,199.0,95.4183,52.775,10.9968,190.033,90.8435,100.549,51.2595,199.0,30.6666,0.8692793075770329,1.0850493833108505,0.8704504560812453,2.1482573088938874
194,68.8123,15.6363,94.7384,129.0,111.849,95.0875,46.9526,83.1356,105.362,138.868,60.7524,60.3847,156.638,0.8651136934552229,13.93612208518019,0.8742206586546493,2.1822176281230816
195,66.5723,41.7581,132.877,38.193,9.94365,199.0,46.4071,170.789,83.0453,126.61,48.7217,162.601,199.0,0.8582959930855565,10.937648390826746,0.8684969180692458,2.2366868973452565
196,183.642,20.744,152.585,74.6012,70.3696,199.0,12.3896,52.5416,94.0913,116.364,60.5917,152.951,113.171,0.8714048144592943,11.166257949508575,0.8781966070333477,2.1307204931697887
197,199.0,83.7125,45.1401,196.047,137.433,199.0,49.0622,15.9438,93.0977,106.287,52.06,199.0,199.0,0.8687812401680353,-8.542319329350551,0.8788306740901151,2.152346025346285
198,132.917,53.5397,52.4008,197.792,194.523,39.8695,9.07353,51.0969,49.1137,168.02,61.7254,181.665,35.448,0.8758336209130629,5.910036375024088,0.878276871287328,2.093708115701247
base,103.893,34.5768,97.3213,183.298,104.246,135.255,75.4185,103.96,55.5451,107.98,53.6708,93.7939,101.189,0.8664010796262968,5.81610209096165,0.867589704309627,2.171778865516567
