real_name,cha01_20130131,cha01_20130228,cha01_20130331,cha01_20130430,cha01_20130531,cha01_20130630,cha01_20130731,cha01_20130831,cha01_20130930,cha01_20131031,cha01_20131130,cha01_20131231,cha01_20140331,cha01_20140430,cha01_20140531,cha01_20140630,cha01_20140731,cha01_20140831,cha01_20140930,cha01_20141031,cha01_20141130,cha01_20141231,cha01_20150131,cha01_20150228,cha01_20150331,cha01_20150430,cha01_20150531,cha01_20150630,cha01_20150731,cha01_20150831,cha01_20150930,cha01_20151031,cha01_20151130,cha01_20151231,cha01_20160131,cha01_20160229,cha01_20160331,cha01_20160430,cha01_20160531,cha01_20160630,cha01_20160731,cha01_20160831,cha01_20160930,cha01_20161031,cha01_20161130,cha01_20161231,cha01_20170131,cha01_20170228,cha01_20170331,cha01_20170430,cha01_20170531,cha01_20170630,cha01_20170731,cha01_20170831,cha01_20170930,cha01_20171031,cha01_20171130,cha01_20171231,cha01_20180131,cha01_20180228,cha01_20180331,cha01_20180430,cha01_20180531,cha01_20180630,cha01_20180731,cha01_20180831,cha01_20180930,cha01_20181031,cha01_20181130,cha01_20181231,cha01_20190131,cha01_20190228,cha01_20190331,cha01_20190430,cha01_20190531,cha01_20190630,cha01_20190731,cha01_20190831,cha01_20190930,cha01_20191031,cha01_20191130,cha01_20191231,cha01_20200131,cha01_20200229,cha01_20200331,cha01_20200430,cha01_20200531,cha01_20200630,cha01_20200731,cha01_20200831,cha01_20200930,cha01_20201031,cha01_20201130,cha01_20201231,cha01_20210131,cha01_20210228,cha01_20210331,cha01_20210430,cha01_20210831,cha01_20210930,cha01_20211031,cha01_20211130,cha01_20211231,cha01_20220131,cha01_20220228,cha01_20220531,cha01_20220630,cha01_20220731,cha01_20220831,cha01_20220930,cha01_20221031,cha01_20221130,cha01_20221231,cha01_20230131,cha01_20230228,cha01_20230331,cha01_20230430,cha01_20230531,cha01_20230630,cha01_20230731,cha01_20230831,cha01_20230930,cha01_20231031,cha01_20231130,ns,pbias,rsq,rmse
146,0.9166,2.154,1.911,1.05,1.666,0.8544,19.21,11.95,2.188,2.665,1.114,1.111,1.344,0.9231,0.5398,2.386,13.2,14.33,2.857,3.551,2.512,2.055,1.093,0.461,0.5844,1.215,0.3861,0.7686,2.776,2.557,0.4781,2.896,1.974,2.488,1.077,1.892,1.641,3.303,1.907,0.7518,11.07,0.5475,4.022,2.742,0.4058,0.2947,0.1673,0.1233,0.09143,0.08731,0.004316,0.0006528,3.733,6.265,2.783,2.737,0.3391,0.6385,1.456,0.2368,1.688,3.008,1.627,1.369,7.918,12.63,10.6,2.826,1.353,0.6051,0.2729,1.32,0.3886,0.7051,0.7391,1.25,7.541,3.583,4.215,6.481,0.6932,0.5588,1.459,0.8808,0.9561,0.9471,0.4007,2.368,16.68,33.56,4.752,0.359,1.216,0.3736,0.4867,0.4423,1.285,1.112,12.06,2.646,0.5783,1.073,0.9221,0.2175,0.1123,0.04394,2.407,2.668,5.545,1.351,0.3903,1.767,0.9953,1.0,0.231,0.2171,0.4299,3.412,7.298,36.67,8.721,4.659,0.8335,1.79,0.8829988414791499,-5.287640007708613,0.8846680377162153,2.0324001077079585
147,0.8956,1.448,1.797,1.228,1.649,1.343,18.64,11.83,3.293,3.534,1.367,2.103,1.421,1.254,0.8366,2.416,13.18,15.16,3.453,4.056,3.149,2.791,1.139,0.4505,0.5418,1.49,0.5565,0.6938,3.831,2.945,0.8464,3.073,2.733,3.727,1.576,1.366,1.992,3.148,2.579,0.8243,11.45,0.7913,3.885,3.879,0.9329,0.3542,0.2509,0.1586,0.1227,0.1027,0.006033,0.003133,4.324,6.759,3.41,3.651,0.5581,0.4378,1.184,0.2689,2.366,3.539,2.305,1.24,8.375,11.41,12.51,3.63,1.961,1.134,0.3903,0.8293,0.44,0.8005,0.815,1.608,7.416,4.77,4.3,7.406,1.123,0.9388,1.954,1.385,1.454,1.023,0.5248,2.737,16.43,35.38,5.855,0.6877,1.025,0.6873,0.4275,0.6507,1.507,1.531,11.66,4.008,1.227,1.487,1.377,0.321,0.1565,0.0666,2.812,3.577,6.24,1.901,0.559,1.952,1.532,0.7345,0.2695,0.2407,0.6163,3.501,6.99,37.72,9.576,5.323,1.883,2.319,0.8740828450117977,4.427819907496626,0.8747255683603568,2.108417341072518
148,0.5361,1.225,2.024,0.9534,1.399,1.25,19.24,11.54,2.335,2.002,0.766,1.914,1.482,0.9199,0.6769,2.354,13.27,14.41,2.554,2.753,2.392,2.592,0.565,0.3067,0.4432,1.203,0.3305,0.6122,3.591,1.843,0.5815,2.292,2.422,4.005,0.6272,1.138,2.0,2.893,1.607,0.5237,12.45,0.2962,3.769,2.884,0.2761,0.2115,0.1411,0.06096,0.03019,0.02088,0.006136,0.006651,4.684,6.193,2.095,2.137,0.1647,0.3452,0.9203,0.1274,2.594,2.983,1.561,1.09,9.612,10.45,13.43,2.247,1.203,0.5374,0.1394,0.6753,0.188,0.7364,0.7087,1.287,7.178,4.14,2.807,7.108,0.415,0.4739,1.874,0.8313,1.13,0.9021,0.3504,2.759,15.81,35.8,4.38,0.07692,0.8861,0.4876,0.2389,0.4463,1.138,1.149,10.04,4.338,0.3222,1.112,0.9788,0.1219,0.06921,0.05559,2.618,2.752,5.537,0.7611,0.3117,2.031,0.8963,0.4936,0.1607,0.1327,0.5546,3.816,6.63,37.67,8.965,3.234,0.3761,2.13,0.8690801931923371,-6.455281123530549,0.870509288831396,2.149892804242539
149,1.005,2.107,2.583,1.396,2.927,1.732,22.31,12.97,4.067,3.966,1.662,1.672,1.942,1.533,1.652,3.933,16.2,16.9,3.734,4.427,3.198,2.496,1.187,0.6046,0.7964,2.168,1.131,1.048,5.098,4.212,1.464,4.01,3.393,3.407,0.9791,1.815,2.321,5.205,3.404,1.149,13.78,0.7524,5.456,4.18,0.5444,0.5205,0.4019,0.369,0.3297,0.3246,0.01878,0.005908,2.81,8.148,4.612,4.079,0.4576,0.7013,1.286,0.3674,2.413,4.574,3.228,1.539,9.425,14.13,12.91,3.74,2.016,0.9684,0.4228,1.332,0.6117,1.004,1.156,2.393,10.51,5.507,6.283,7.609,0.7515,0.8508,2.216,1.528,1.58,1.517,1.305,4.257,20.11,34.99,6.193,0.6773,1.265,0.5298,0.612,0.6487,1.884,1.888,14.69,3.912,1.935,1.601,1.439,0.3873,0.3411,0.1469,3.001,4.759,8.186,2.391,0.8837,2.37,1.299,1.122,0.441,0.459,0.7257,4.731,9.202,40.3,10.46,6.86,1.439,2.799,0.8379706597272829,22.230749662748124,0.8610067714735096,2.3917234413245105
150,0.7639,1.538,2.108,1.348,1.975,1.809,18.15,11.03,3.802,3.826,1.223,2.178,1.472,1.414,1.349,2.714,12.43,14.57,3.864,4.205,3.227,2.948,0.988,0.4558,0.6171,1.837,1.026,0.5727,3.828,3.276,1.432,3.566,3.053,4.015,1.351,1.209,2.057,3.624,3.239,1.045,11.72,0.9628,3.912,4.212,0.8512,0.3206,0.1868,0.1341,0.1067,0.08151,0.005451,0.002944,3.059,6.293,4.236,4.064,0.5997,0.5461,1.071,0.2116,2.152,4.035,2.912,1.363,7.71,10.07,10.5,3.841,1.968,1.152,0.3722,1.052,0.2903,0.7129,0.8155,1.872,7.549,5.275,4.991,7.25,0.869,0.6893,2.08,1.43,1.699,1.036,0.7724,2.905,15.28,31.83,6.209,0.8686,0.9026,0.4773,0.4308,0.4455,1.626,1.979,10.91,4.396,1.794,1.524,1.445,0.3071,0.1517,0.03352,2.008,3.928,7.038,2.352,0.5952,1.783,1.32,0.8044,0.2795,0.1675,0.5691,4.265,6.986,31.76,9.4,6.074,2.17,2.414,0.8608523508684388,3.48800949123145,0.8709064845400369,2.2164200232091744
154,0.6434,1.569,2.529,0.6093,1.655,0.9595,20.44,12.63,2.317,2.729,1.178,1.672,1.462,0.7003,0.544,2.692,14.88,16.01,2.168,3.405,2.634,2.223,0.7405,0.4316,0.4436,1.541,0.4568,0.7514,3.726,2.56,0.6125,2.507,3.246,3.844,0.6731,1.099,2.155,3.493,1.752,0.5718,12.62,0.3161,4.367,2.899,0.3242,0.2534,0.1612,0.088,0.03981,0.01559,0.004605,0.0118,4.999,7.379,2.644,2.812,0.2886,0.4503,0.9356,0.1614,2.442,3.245,1.83,1.389,9.064,13.44,11.14,2.716,1.458,0.8448,0.2361,0.8797,0.191,0.3994,0.539,1.281,8.955,3.548,4.612,6.62,0.4052,0.4022,1.993,1.549,1.071,0.5064,0.2366,2.852,19.44,33.69,5.356,0.2815,0.8404,0.3208,0.3552,0.3149,1.299,1.148,13.17,2.722,0.551,1.294,1.159,0.1854,0.1047,0.01431,2.874,3.24,6.702,1.409,0.2681,1.667,0.8525,0.734,0.2533,0.1162,0.2231,3.91,7.807,39.25,8.208,4.941,0.4904,2.313,0.8740322444792628,0.7840178743495858,0.8757890308970468,2.1088409383346507
155,0.6077,1.165,2.716,1.044,2.234,1.229,21.21,13.6,2.441,3.033,1.524,1.75,2.057,0.9488,0.9296,3.547,15.16,15.94,2.604,3.806,2.659,2.32,0.6699,0.4239,0.6796,1.932,0.5773,1.2,4.575,3.183,0.6284,3.031,3.383,3.841,0.5617,1.518,2.249,4.137,1.988,0.8591,13.19,0.6072,5.344,3.237,0.2966,0.2828,0.214,0.1546,0.1015,0.06524,0.008459,0.00868,6.097,7.805,2.753,3.052,0.2494,0.3435,0.8504,0.2272,3.454,3.569,2.1,1.668,9.889,14.69,11.29,2.867,1.613,0.8698,0.2488,0.952,0.393,0.8992,1.128,2.15,9.866,3.918,4.78,6.614,0.5823,0.6322,2.375,1.618,1.221,1.162,0.609,3.823,19.54,33.86,5.332,0.2127,1.286,0.3832,0.3803,0.6162,1.835,1.39,13.84,2.663,0.5954,1.531,1.184,0.2193,0.1677,0.08658,4.098,3.541,6.817,1.509,0.4274,2.467,0.8645,0.5025,0.2339,0.2123,0.6809,4.877,8.739,39.37,8.17,5.189,0.4433,2.791,0.8695024983781179,9.338518741568699,0.875143893160736,2.146422572187456
156,0.3782,0.7024,2.672,1.164,2.292,1.317,20.98,13.73,2.232,2.938,1.615,1.758,2.18,1.007,0.9741,3.642,15.03,15.66,2.508,3.675,2.53,2.234,0.4808,0.39,0.667,1.873,0.586,1.302,4.415,3.194,0.575,2.931,3.334,3.758,0.4777,1.514,2.165,4.053,1.88,0.9588,13.1,0.7347,5.224,3.052,0.3469,0.3564,0.239,0.1469,0.08994,0.07892,0.007402,0.01011,5.941,7.74,2.63,2.863,0.3,0.3078,0.37,0.1632,3.43,3.558,2.044,1.628,9.933,14.62,11.29,2.898,1.637,0.7957,0.2538,0.8361,0.378,1.032,1.261,2.227,9.638,4.019,4.485,6.511,0.7074,0.6817,2.24,1.475,1.183,1.363,0.56,3.79,19.22,33.84,5.11,0.2339,1.441,0.3936,0.3285,0.7192,1.72,1.336,13.73,2.604,0.5684,1.631,1.116,0.2332,0.1587,0.09776,4.122,3.276,6.636,1.423,0.5404,2.611,0.6532,0.4956,0.2319,0.239,0.7895,4.729,8.756,39.18,8.032,4.995,0.3699,2.873,0.8710677478710798,8.01279919059549,0.8753963238722662,2.1335111290586153
157,0.8569,2.037,2.102,1.375,1.974,1.367,20.17,12.59,3.068,3.314,1.431,1.662,1.523,1.267,0.9382,2.81,14.34,15.93,3.48,4.107,3.021,2.616,1.21,0.4774,0.6327,1.591,0.6528,0.8341,3.321,3.138,0.8113,3.435,2.64,3.471,1.465,1.806,1.947,3.733,2.69,1.064,12.1,0.8602,4.113,3.515,0.7296,0.3775,0.1868,0.127,0.09167,0.09439,0.003382,0.000999,3.777,6.833,3.604,3.486,0.5981,0.6665,1.293,0.2395,1.91,3.608,2.429,1.418,8.101,12.43,11.7,3.488,1.738,0.9528,0.3796,1.285,0.4019,0.7464,0.8684,1.597,8.306,4.541,5.0,7.394,1.008,0.6563,1.798,1.257,1.493,1.176,0.6193,2.739,17.98,35.59,5.935,0.8491,1.221,0.4057,0.449,0.4454,1.524,1.565,13.04,3.509,1.33,1.428,1.262,0.3298,0.1446,0.05518,2.454,3.25,6.589,1.861,0.5876,1.88,1.187,0.9894,0.283,0.2544,0.4785,4.026,7.737,38.47,10.02,5.702,1.583,2.296,0.8778883739484906,7.281369483522836,0.8801795621521763,2.076312102583151
158,0.8722,1.116,1.285,1.303,1.374,1.497,17.31,11.61,3.542,3.739,1.89,2.223,0.9689,1.216,0.8428,1.846,12.38,15.09,3.308,4.151,3.363,2.974,1.442,0.7146,0.5488,1.222,0.5431,0.4791,2.772,2.53,0.9642,2.801,2.828,3.674,1.794,1.276,1.707,2.452,2.418,1.104,10.37,1.262,2.594,4.234,1.723,0.8904,0.5224,0.2446,0.1474,0.1071,0.005599,0.001984,2.787,5.826,3.485,3.952,1.322,0.7774,0.7046,0.2629,1.615,2.735,2.186,1.006,7.311,10.51,12.64,3.967,2.41,1.648,0.7953,0.629,0.4345,0.6248,0.5954,1.375,6.371,4.505,4.288,7.708,1.748,1.333,1.689,1.474,1.46,1.069,0.6356,2.024,15.41,35.36,6.153,1.487,1.311,1.054,0.6477,0.6664,1.16,1.424,11.26,4.285,2.022,1.876,1.628,0.6672,0.2574,0.08687,1.772,2.894,5.645,1.987,1.066,1.734,1.582,0.8435,0.3589,0.2236,0.5101,2.035,6.058,38.01,9.615,5.485,2.647,2.507,0.8572661581219893,1.8754463769512415,0.8575643679729696,2.2447997536096858
159,0.6843,1.676,2.613,1.028,2.002,1.319,20.62,13.11,2.445,2.903,1.288,1.937,1.89,1.013,0.8625,3.228,15.02,15.73,2.48,3.677,2.539,2.428,0.7414,0.3726,0.6144,1.769,0.5292,0.9364,4.336,2.958,0.688,2.888,3.123,3.899,0.6454,1.39,2.222,3.896,2.099,0.769,13.17,0.4903,4.878,3.166,0.2815,0.2402,0.1573,0.09724,0.04881,0.02981,0.002756,0.003808,5.632,7.554,2.593,2.835,0.219,0.3679,1.008,0.1756,3.217,3.591,2.069,1.447,9.833,13.41,12.21,2.847,1.618,0.7655,0.2089,0.7974,0.3248,0.9398,0.9986,1.936,9.276,4.105,4.296,6.918,0.5687,0.6391,2.237,1.35,1.274,1.194,0.5321,3.447,18.75,34.75,5.215,0.1588,1.18,0.3625,0.3334,0.5319,1.676,1.5,12.95,3.33,0.5169,1.48,1.126,0.1622,0.0994,0.0646,3.568,3.493,6.688,1.346,0.3816,2.351,0.932,0.6573,0.1929,0.1578,0.6596,4.365,8.148,39.69,8.314,4.87,0.3863,2.636,0.8695827524186779,6.569792830988629,0.8736712655633164,2.1457624615555577
160,0.7384,1.111,1.219,1.16,1.216,1.259,17.05,10.92,3.185,3.273,1.598,1.769,0.94,1.097,0.7166,1.749,12.0,14.28,2.974,3.683,2.8,2.427,1.165,0.6756,0.5653,1.161,0.4709,0.5246,2.495,2.306,0.8632,2.718,2.436,3.086,1.46,1.15,1.538,2.441,2.142,1.007,10.01,0.9467,2.501,3.701,1.33,0.8026,0.4714,0.3052,0.2158,0.16,0.01141,0.003763,2.454,5.404,3.231,3.526,1.09,0.6917,0.7487,0.3363,1.373,2.491,1.931,0.9708,6.918,10.47,12.03,3.476,1.886,1.324,0.6943,0.716,0.4427,0.5881,0.5398,1.227,6.06,4.079,4.13,7.127,1.366,1.066,1.455,1.28,1.306,0.9712,0.5684,1.921,15.04,34.45,5.395,1.198,1.106,0.8354,0.6169,0.5821,1.073,1.29,10.84,3.793,1.829,1.546,1.336,0.6201,0.3274,0.07485,1.57,2.562,5.356,1.718,0.9276,1.545,1.295,0.7576,0.3978,0.2866,0.4713,1.944,5.74,37.04,8.823,4.936,2.238,2.098,0.8605741146747967,-5.237973838889959,0.863120693285684,2.2186348658737693
161,1.19,2.521,2.606,1.308,2.264,1.265,20.67,12.84,3.164,3.292,1.449,1.384,1.792,1.266,1.002,3.097,14.56,15.72,3.545,4.273,3.025,2.337,1.365,0.7344,0.893,1.705,0.734,0.8956,3.397,3.303,0.8348,3.695,2.631,2.894,1.145,2.277,2.193,4.378,2.737,1.059,12.31,0.7431,4.378,3.511,0.4946,0.4663,0.3464,0.3264,0.252,0.2329,0.008257,0.00136,3.099,6.36,3.619,3.468,0.4216,0.8532,1.629,0.4029,1.864,3.593,2.334,1.429,8.275,13.01,11.55,3.438,1.703,0.8042,0.468,1.755,0.6189,0.9294,0.948,1.571,8.421,4.399,5.309,7.114,0.8604,0.7966,1.9,1.185,1.247,1.269,0.7619,2.954,18.27,34.42,5.601,0.5608,1.524,0.5827,0.7136,0.6736,1.7,1.466,13.53,3.219,1.45,1.419,1.298,0.4028,0.3227,0.08351,2.405,2.912,6.551,1.844,0.6991,2.102,1.204,1.294,0.4656,0.4216,0.6137,3.98,7.906,38.21,9.739,5.881,1.222,2.347,0.8726340909625724,8.861275534785126,0.87546065158395,2.1205119684759124
162,0.4272,0.7684,2.626,1.007,2.309,1.096,20.92,13.19,2.443,3.126,1.673,1.732,2.033,0.9611,0.9344,3.446,14.92,15.76,2.661,3.776,2.801,2.023,0.5206,0.392,0.603,2.045,0.58,1.163,4.54,3.249,0.5651,3.045,3.511,3.83,0.4836,1.064,2.253,4.217,2.024,0.7847,12.96,0.5248,5.263,3.37,0.3602,0.3265,0.2359,0.152,0.09132,0.05279,0.005512,0.006295,5.893,7.805,2.863,3.18,0.3105,0.3274,0.4768,0.1816,3.352,3.62,2.195,1.654,9.476,14.72,10.66,2.937,1.74,0.9923,0.288,0.469,0.3431,0.8546,1.04,2.13,9.771,3.838,4.916,6.547,0.6001,0.6769,2.372,1.773,1.218,1.042,0.6935,3.758,19.45,32.88,5.35,0.2791,1.201,0.408,0.3299,0.7005,1.977,1.4,13.98,2.409,0.7218,1.612,1.233,0.25,0.173,0.07128,3.978,3.606,6.864,1.63,0.403,2.327,0.7513,0.3898,0.2311,0.1741,0.6341,4.838,8.694,37.94,8.347,5.238,0.565,2.86,0.8724942652308487,7.790806754673349,0.8753663800791668,2.121675626818586
163,0.6166,1.324,2.807,0.7573,2.2,1.091,21.21,13.05,2.534,3.059,1.456,1.72,1.889,0.9129,0.9171,3.188,15.35,16.34,2.473,3.776,2.842,2.135,0.7156,0.4624,0.6971,2.005,0.585,0.8148,4.342,3.095,0.6491,3.037,3.52,3.858,0.6238,1.079,2.26,4.09,2.126,0.5975,13.26,0.3379,4.762,3.427,0.3448,0.3069,0.2152,0.1457,0.08951,0.05168,0.008879,0.01207,5.321,7.972,2.898,3.147,0.2885,0.4681,0.9107,0.2036,2.839,3.646,2.228,1.429,9.278,14.19,10.99,2.915,1.674,0.966,0.2785,0.8438,0.2757,0.4856,0.6759,1.831,9.964,3.889,5.071,6.707,0.4311,0.5049,2.333,1.784,1.198,0.7558,0.5645,3.429,20.03,33.74,5.475,0.2879,0.8426,0.3652,0.4086,0.5725,1.907,1.448,14.0,2.549,0.7378,1.527,1.24,0.2376,0.168,0.03538,3.191,3.852,7.113,1.661,0.2641,1.814,0.8996,0.6538,0.2798,0.1789,0.3598,4.728,8.562,39.34,8.619,5.276,0.5782,2.682,0.8672732022880961,7.722181296974369,0.8724173019982597,2.1646786630867205
164,0.7111,1.657,2.516,0.8161,1.846,1.379,20.36,12.9,2.915,2.986,1.132,2.056,1.717,0.909,0.8583,2.964,14.92,15.73,2.623,3.841,2.615,2.501,0.7981,0.4777,0.5009,1.701,0.5427,0.6879,4.276,2.781,0.8893,2.875,3.218,3.957,0.6767,1.143,2.158,3.749,2.185,0.6407,13.02,0.3661,4.811,3.356,0.3039,0.2606,0.1829,0.1222,0.0646,0.03118,0.002928,0.003353,4.974,7.37,2.816,3.043,0.238,0.5052,1.091,0.2015,2.946,3.441,2.157,1.221,9.675,12.22,12.97,2.854,1.622,0.8765,0.2648,0.9432,0.2142,0.6925,0.7974,1.802,9.033,4.269,4.441,7.07,0.4707,0.603,2.186,1.392,1.329,0.9905,0.53,3.376,18.19,34.85,5.39,0.2201,1.015,0.4304,0.4415,0.43,1.533,1.485,12.39,3.87,0.6162,1.474,1.216,0.2089,0.1426,0.03351,3.046,3.712,6.789,1.372,0.2943,2.161,0.9871,0.7706,0.2703,0.1262,0.4793,4.258,7.616,39.72,8.377,5.147,0.5917,2.639,0.8644952408799138,5.6688357583349385,0.8679633498441703,2.1872146315582204
165,0.642,1.273,2.55,0.8097,1.995,0.8379,21.13,13.06,1.962,2.733,1.459,1.555,1.779,0.7498,0.6123,3.149,14.71,15.72,2.302,3.371,2.613,2.108,0.7091,0.4132,0.5119,1.639,0.4025,1.146,4.073,2.856,0.4162,2.625,3.28,3.675,0.6091,1.306,2.16,3.767,1.517,0.6956,12.79,0.4275,4.972,2.98,0.2994,0.2757,0.1961,0.1284,0.07125,0.03607,0.004508,0.006163,5.712,7.463,2.578,2.762,0.2458,0.3427,0.7022,0.1719,3.058,3.263,1.694,1.884,9.345,15.44,9.934,2.674,1.466,0.8194,0.2478,0.6566,0.2233,0.6573,0.7963,1.756,9.58,3.296,4.558,6.331,0.476,0.5087,2.252,1.587,1.023,0.8233,0.3531,3.51,19.66,32.88,5.031,0.2275,1.102,0.3589,0.3789,0.4416,1.554,1.063,13.83,2.015,0.4532,1.396,1.11,0.2129,0.1447,0.04518,3.704,3.081,6.405,1.356,0.3023,2.185,0.827,0.5818,0.2126,0.1235,0.4501,4.742,8.905,38.08,8.053,4.67,0.3808,2.533,0.8793971538429837,3.0535197051455,0.8807516315222745,2.063445043947279
166,0.4264,0.7197,2.665,0.9617,2.092,1.089,20.66,13.29,2.275,2.918,1.59,1.715,1.977,0.9461,0.851,3.265,14.84,16.06,2.403,3.586,2.701,2.039,0.5149,0.4254,0.6391,1.896,0.5647,1.13,4.37,3.021,0.5524,2.786,3.389,3.817,0.4866,1.05,2.245,4.01,1.92,0.7657,12.95,0.5289,4.937,3.222,0.3892,0.3784,0.2617,0.1838,0.1191,0.08019,0.01271,0.01316,5.756,7.583,2.677,2.985,0.329,0.3255,0.4639,0.2146,3.229,3.452,2.03,1.594,9.51,14.53,10.9,2.819,1.616,0.9319,0.2958,0.4329,0.3297,0.7648,0.9205,1.888,9.54,3.737,4.668,6.519,0.6218,0.614,2.315,1.675,1.195,0.9908,0.5597,3.605,19.54,33.67,5.25,0.2713,1.144,0.3984,0.3459,0.588,1.814,1.332,13.77,2.433,0.642,1.522,1.202,0.2685,0.197,0.08945,3.735,3.383,6.714,1.477,0.425,2.265,0.7057,0.3821,0.2484,0.2261,0.612,4.688,8.535,39.15,8.198,5.012,0.4631,2.701,0.8728442788285184,6.172843996916553,0.8761174629657529,2.118761539636098
167,0.6957,1.634,2.812,0.8864,2.271,0.8924,21.59,13.0,2.432,3.015,1.587,1.549,1.995,0.9138,0.8104,3.309,15.2,16.29,2.605,3.687,2.851,2.112,0.7677,0.4388,0.6639,2.021,0.5008,1.089,4.44,3.188,0.505,3.012,3.596,3.737,0.6098,1.249,2.277,4.216,1.944,0.726,13.1,0.4335,5.094,3.372,0.273,0.259,0.1976,0.1448,0.09641,0.06568,0.008556,0.008264,5.839,7.934,2.88,3.098,0.2197,0.421,1.103,0.2393,3.179,3.611,2.103,1.862,9.288,15.41,10.29,2.832,1.621,0.9089,0.2425,0.8474,0.2876,0.814,0.8635,1.897,10.04,3.653,5.073,6.58,0.4283,0.534,2.266,1.794,1.115,0.8505,0.5799,3.668,20.4,33.24,5.299,0.2059,1.039,0.3367,0.4134,0.5953,1.95,1.347,14.4,2.13,0.6621,1.498,1.163,0.2016,0.1524,0.0367,3.771,3.709,6.985,1.633,0.2927,2.105,0.9139,0.7141,0.2647,0.1727,0.4686,4.954,9.142,38.59,8.756,5.042,0.4844,2.675,0.8726574299420087,8.471600982848331,0.8774331611663309,2.1203176745199555
168,0.4109,0.7043,2.804,1.075,2.509,0.9357,21.37,12.88,2.302,3.193,1.873,1.618,2.168,1.082,0.9755,3.484,15.05,16.05,2.735,3.784,2.926,1.846,0.5127,0.4035,0.6947,2.177,0.5788,1.087,4.566,3.413,0.4827,3.154,3.649,3.762,0.4771,0.8537,2.258,4.408,2.104,0.773,13.06,0.4556,5.094,3.433,0.3837,0.3575,0.2391,0.1526,0.08934,0.0537,0.007774,0.009546,5.592,7.991,2.956,3.188,0.3258,0.3189,0.45,0.1929,3.152,3.741,2.282,1.842,9.01,15.49,9.708,2.974,1.774,1.012,0.2891,0.4219,0.3313,0.9489,0.9908,2.288,10.12,3.766,5.037,6.489,0.5982,0.6905,2.225,1.841,1.223,1.067,0.7618,3.769,20.1,32.52,5.319,0.2859,1.067,0.3842,0.3315,0.6597,2.11,1.369,14.54,2.064,0.7687,1.693,1.207,0.2518,0.1762,0.07562,3.702,3.711,7.002,1.69,0.3673,2.287,0.7205,0.3747,0.2332,0.1941,0.6024,5.362,9.12,37.47,8.697,5.078,0.5734,2.912,0.8716038573848078,8.484722489882444,0.8749623554245451,2.1290708626807286
169,0.6739,1.416,2.595,0.7617,2.061,1.149,21.07,13.07,2.657,3.042,1.369,1.804,1.775,0.8663,0.9017,3.161,15.24,16.21,2.53,3.812,2.826,2.221,0.7742,0.481,0.4949,1.926,0.5633,0.8084,4.346,3.054,0.7239,2.994,3.501,3.896,0.6514,1.068,2.311,4.054,2.135,0.6127,13.2,0.3544,4.863,3.428,0.3366,0.3056,0.2174,0.151,0.09436,0.0571,0.007708,0.01093,5.506,7.82,2.915,3.165,0.2972,0.4901,0.973,0.2048,2.845,3.596,2.215,1.394,9.465,13.82,11.5,2.9,1.678,0.9693,0.2868,0.8192,0.2461,0.6357,0.6861,1.793,9.792,3.921,5.004,6.786,0.4054,0.5484,2.312,1.748,1.232,0.7838,0.5656,3.428,19.71,33.82,5.578,0.3015,0.8903,0.3829,0.4344,0.5842,1.822,1.487,13.71,2.829,0.7261,1.499,1.256,0.2457,0.1738,0.02125,3.321,3.842,7.072,1.643,0.2684,1.875,0.9592,0.6655,0.2865,0.1789,0.348,4.529,8.352,39.6,8.421,5.38,0.6149,2.666,0.8664695720500115,7.649004625168625,0.8714906617198814,2.1712220890554077
170,0.6761,1.149,2.89,1.391,2.539,1.568,21.28,13.75,2.477,3.133,1.604,1.877,2.393,1.216,1.241,3.961,15.36,15.72,2.703,4.014,2.568,2.514,0.6671,0.3534,0.7714,2.16,0.7077,1.394,4.714,3.458,0.6767,3.268,3.4,3.822,0.5641,1.816,2.244,4.42,2.295,1.104,13.48,0.846,5.453,3.209,0.27,0.3173,0.2106,0.1459,0.09815,0.1382,0.0111,0.00875,6.215,8.001,2.685,3.021,0.2399,0.5293,1.041,0.2066,3.676,3.9,2.383,1.711,10.21,14.7,11.79,3.062,1.712,0.7526,0.1957,1.157,0.4962,1.275,1.537,2.563,9.974,4.297,4.611,6.78,0.7522,0.6845,2.323,1.415,1.313,1.634,0.7402,4.101,19.2,34.35,5.207,0.1498,1.529,0.3652,0.3293,0.7181,1.934,1.636,13.82,2.96,0.5925,1.719,1.097,0.1738,0.1266,0.1509,4.439,3.616,6.936,1.516,0.6125,2.778,0.8336,0.7941,0.2295,0.3361,1.018,5.012,8.926,39.6,8.212,5.149,0.3295,3.001,0.863701450398736,13.010262092888802,0.8724335566276838,2.1936116574796567
