 april24                   SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
    60     2    29  2016      37      37  hru37          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      38      38  hru38          0.000       0.000      -0.079      -0.860            0.000            0.000            0.000            0.000            0.982           -0.204            0.168            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      39      39  hru39          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      40      40  hru40          0.000       0.000      -0.075      -0.860            0.000            0.000            0.000            0.000            1.011           -0.208            0.173            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      41      41  hru41          0.000       0.000      -0.093      -0.857            0.000            0.000            0.000            0.000            0.863           -0.181            0.148            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      42      42  hru42          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.308            0.395            0.000            0.000
    60     2    29  2016      43      43  hru43          0.000       0.000       1.577      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.308            0.395            0.000            0.000
    60     2    29  2016      44      44  hru44          0.000       0.000      -0.103      -0.857            0.000            0.000            0.000            0.000            0.798           -0.170            0.137            0.081            0.022            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      45      45  hru45          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      46      46  hru46          0.000       0.000      -0.097      -0.860            0.000            0.000            0.000            0.000            0.847           -0.178            0.145            0.085            0.023            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      47      47  hru47          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      48      48  hru48          0.000       0.000      -0.114      -0.850            0.000            0.000            0.000            0.000            0.720           -0.160            0.123            0.077            0.020            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      49      49  hru49          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
