output,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
obd_irr_paddy_20210831,0,-0.00260928,-0.000525021,0,0,-0.00261218,0.000132847,0.000293622,1.92762e-05,-0.045296,2.05256,0,0
obd_irr_paddy_20210930,0,0.00300996,0.00348406,0,0,-0.00225049,0.000388362,0.000808115,0.000821781,-0.0311098,1.50786,0,0
obd_irr_paddy_20220531,0,0.00282626,0.000594471,0,0,0.000597993,0.132108,9.20496e-05,-5.70844e-05,-0.0310297,1.1461,0,0
obd_irr_paddy_20220731,0,-0.001325,-0.00102267,0,0,0.000874453,-0.000322948,0.000335759,2.12152e-05,-0.051474,2.13479,0,0
obd_irr_paddy_20220831,0,-0.00112518,-0.000980351,0,0,-0.00196239,-0.000181809,0.000248121,-1.54228e-05,-0.0486038,2.03669,0,0
obd_irr_paddy_20220930,0,-0.00330195,-0.00778159,0,0,-0.00210907,8.76016e-05,0.000279476,-6.61214e-06,-0.0318389,1.92957,0,0
obd_irr_paddy_20230531,0,0.0571333,0.000810513,0,3.01173e-06,0.00269929,0.270012,0.00070939,0.000190566,-0.0428899,1.21106,0,4.89871e-05
obd_irr_paddy_20230630,0,-0.0149439,0.000738058,0,7.18833e-05,-0.00158365,0.138252,-7.89785e-05,-0.000139993,-0.0371481,1.38442,0,0.000245609
obd_irr_paddy_20230731,0,-0.000986509,-9.19976e-05,0,1.82911e-06,0.000657063,-0.000964887,0.000310685,1.09422e-05,-0.0473291,2.07047,0,1.37428e-06
obd_irr_paddy_20230831,0,-0.00363976,0.00526046,0,5.29326e-06,-0.00243449,5.88506e-05,0.000266435,-1.01903e-05,-0.0445995,2.01117,0,-2.44705e-06
