output,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
obd_irr_paddy_20210831,0,0.000855933,0.000561998,0,0,1.21348e-05,1.22758e-06,1.01565e-07,8.89984e-08,0.00112743,1.02347,0,0
obd_irr_paddy_20210930,0,0.00186388,0.0074051,0,0,0.000177005,6.05533e-06,1.41644e-05,1.24138e-05,0.00268559,1.01595,0,0
obd_irr_paddy_20220531,0,0.0109366,1.81988e-05,0,0,1.52751e-05,0.219649,2.50248e-07,1.55669e-07,0.00529416,0.831042,0,0
obd_irr_paddy_20220731,0,0.000800296,4.07847e-05,0,0,1.19785e-05,1.82242e-06,9.21567e-08,9.80899e-08,0.0011815,1.02136,0,0
obd_irr_paddy_20220831,0,0.000798105,0.00101663,0,0,2.63344e-05,1.06516e-07,7.03382e-08,7.52473e-08,0.00118175,1.02315,0,0
obd_irr_paddy_20220930,0,0.000914191,0.00126354,0,0,4.32451e-05,2.31632e-07,1.09353e-07,1.12275e-07,0.000905743,1.02444,0,0
obd_irr_paddy_20230531,0,0.0146831,6.03085e-06,0,1.04596e-10,0.000272266,0.391111,1.07528e-06,7.35042e-07,0.00974389,0.656966,0,3.21902e-08
obd_irr_paddy_20230630,0,0.0181444,6.65139e-06,0,7.12673e-08,0.000356016,0.199749,5.20524e-07,3.55167e-07,0.0044772,0.834766,0,8.29271e-07
obd_irr_paddy_20230731,0,0.000817939,3.37918e-06,0,1.61711e-11,4.04418e-06,1.77035e-05,8.55533e-08,8.80895e-08,0.00119701,1.02314,0,9.1525e-12
obd_irr_paddy_20230831,0,0.000822874,0.00636526,0,1.50207e-10,6.65288e-06,4.31652e-07,7.49516e-08,7.86758e-08,0.00113913,1.0198,0,3.21424e-11
