real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930,ns,pbias,rsq,rmse,mse,pcc
189,438.782,478.094,642.868,544.342,182.177,456.616,466.82,629.704,546.667,161.749,438.722,430.969,653.326,576.446,170.301,430.114,458.162,645.601,574.645,172.835,404.49,439.93,607.413,576.395,177.484,423.668,417.422,593.996,532.022,148.147,435.514,463.728,633.836,611.661,185.606,0.6944099953546445,0.8093603696131546,0.6995265853647603,114.19473741514095,13040.438053312992,0.8363770593247762
190,438.782,478.094,639.75,540.043,180.654,456.616,472.335,626.156,542.395,161.151,438.722,439.612,652.713,572.519,170.153,439.0,468.959,647.447,571.903,172.369,408.901,451.294,607.383,572.929,177.003,428.151,428.288,595.05,530.266,147.904,446.116,475.839,628.999,606.101,184.757,0.6973577498949687,1.1172368310500325,0.7036345497391984,113.64263532878539,12914.648564471301,0.8388292732965382
191,363.006,394.41,579.963,491.995,159.06,376.66,390.511,571.934,492.241,142.709,369.761,359.034,581.442,510.755,146.111,369.573,383.747,548.434,515.129,151.696,339.363,369.137,544.375,504.369,152.93,363.382,356.747,513.405,459.935,133.942,346.349,355.66,544.358,527.235,159.889,0.5969332692810889,-13.150144469606442,0.701413900740665,131.14900320086446,17200.061040580353,0.8375045675939117
192,438.782,478.094,639.75,540.289,180.786,456.616,472.335,626.154,542.395,161.108,438.722,439.611,652.589,572.763,170.056,439.0,468.958,647.331,571.822,172.136,408.901,451.286,606.98,573.156,176.939,428.151,428.265,595.04,529.994,147.777,446.116,475.764,628.999,605.893,184.547,0.6973756681964647,1.1092426166652962,0.703632995078491,113.63927110395728,12913.883937038701,0.8388283466112069
193,438.782,478.094,640.185,541.234,181.233,456.616,472.335,627.024,544.291,161.46,438.722,439.611,653.755,574.815,170.248,439.0,468.959,646.272,572.721,172.482,408.901,451.292,607.554,573.989,177.153,428.151,428.281,593.368,530.795,147.949,445.528,469.071,628.535,607.185,184.912,0.6968294376653787,1.1309914881459529,0.7030152927867314,113.7417831096283,12937.193224957726,0.8384600722674463
194,431.002,470.23,634.147,536.027,178.946,448.839,464.309,621.76,539.046,159.521,431.951,431.207,647.009,568.849,168.122,431.825,460.987,638.915,567.085,170.511,402.024,442.596,601.273,567.765,174.96,421.503,421.782,587.548,525.99,146.229,435.74,460.255,623.18,599.693,182.352,0.6977500174624871,-0.19599049529342502,0.7045785182655522,113.56896290788704,12897.909335973023,0.8393917549425609
195,438.782,478.094,639.75,540.254,180.764,456.616,472.335,626.158,542.749,161.189,438.722,439.611,652.641,572.772,170.101,439.0,468.958,647.378,572.056,172.245,408.901,451.29,607.143,573.337,177.012,428.151,428.274,595.045,530.16,147.832,446.116,475.795,629.0,606.195,184.682,0.6974571830190033,1.1220628019436236,0.7037293728461912,113.62396514882248,12910.405456140825,0.8388857924927512
196,405.339,444.174,612.46,517.889,170.79,423.125,436.715,601.662,519.266,152.73,409.552,402.937,620.452,547.344,160.888,407.192,430.945,610.465,546.388,163.685,372.88,410.98,576.03,546.014,167.547,396.844,393.004,560.045,506.179,139.889,398.706,422.209,595.098,574.094,173.63,0.6816737033775098,-5.1629706259599875,0.706484471152571,116.55013369870117,13583.933665185119,0.8405263060443563
197,438.782,478.094,639.765,540.223,180.75,456.616,472.335,626.173,542.903,161.293,438.722,439.612,652.739,572.896,170.197,439.0,468.959,647.471,572.273,172.558,408.901,451.296,607.467,573.228,177.077,428.151,428.293,595.052,530.399,147.969,446.116,475.854,629.003,606.489,184.897,0.6974959022431138,1.1377120046423288,0.703798404462349,113.61669415726018,12908.753191224401,0.8389269363075362
198,438.782,478.094,639.75,540.331,180.807,456.616,472.335,626.154,542.805,161.227,438.722,439.612,652.712,573.041,170.182,439.0,468.959,647.447,572.094,172.42,408.901,451.294,607.38,573.238,177.057,428.151,428.288,595.05,530.359,147.918,446.116,475.839,628.999,606.447,184.825,0.6974710872709263,1.1338653090096407,0.7037602975986939,113.62135415576726,12909.81212019029,0.838904224329985
base,402.026,440.796,609.728,515.719,169.806,419.798,433.073,599.208,517.125,151.923,406.654,399.268,619.341,544.907,160.003,405.585,433.644,614.886,545.54,162.91,370.841,413.517,581.518,544.065,166.636,396.042,397.981,566.871,507.862,139.181,404.644,434.637,600.078,571.038,172.599,0.6878792562274461,-5.1482302931112685,0.7129396910715776,115.40851005888283,13319.124194011258,0.8443575611502379
